2021-03-26_19-46-48_EXACT_IFTY1_wrn-28-10-drop_HRZ0_RND1_NAS0_Eps20
1: acc=50.48% acc_corr=52.60% avg#q_ae=2.06 med#q=2.0, avg_margin=0.50, buff=19194, (n_ex=9597, eps=20.000, 4.50s)
13: acc=29.77% acc_corr=31.02% avg#q_ae=4.26 med#q=4.0, avg_margin=-1.40, buff=19194, (n_ex=9597, eps=20.000, 44.89s)
14: acc=29.27% acc_corr=30.50% avg#q_ae=4.35 med#q=4.0, avg_margin=-1.45, buff=19194, (n_ex=9597, eps=20.000, 47.17s)
15: acc=28.52% acc_corr=29.72% avg#q_ae=4.49 med#q=4.0, avg_margin=-1.51, buff=19194, (n_ex=9597, eps=20.000, 49.55s)
16: acc=27.76% acc_corr=28.93% avg#q_ae=4.64 med#q=4.0, avg_margin=-1.58, buff=19194, (n_ex=9597, eps=20.000, 51.82s)
17: acc=27.01% acc_corr=28.14% avg#q_ae=4.79 med#q=4.0, avg_margin=-1.63, buff=19194, (n_ex=9597, eps=20.000, 54.01s)
18: acc=26.07% acc_corr=27.16% avg#q_ae=5.00 med#q=4.0, avg_margin=-1.69, buff=19194, (n_ex=9597, eps=20.000, 56.20s)
19: acc=24.71% acc_corr=25.75% avg#q_ae=5.30 med#q=4.0, avg_margin=-1.79, buff=19194, (n_ex=9597, eps=20.000, 58.81s)
20: acc=24.12% acc_corr=25.13% avg#q_ae=5.44 med#q=4.0, avg_margin=-1.83, buff=19194, (n_ex=9597, eps=20.000, 60.73s)
21: acc=23.19% acc_corr=24.16% avg#q_ae=5.67 med#q=4.0, avg_margin=-1.89, buff=19194, (n_ex=9597, eps=20.000, 62.76s)
22: acc=22.37% acc_corr=23.31% avg#q_ae=5.87 med#q=4.0, avg_margin=-1.93, buff=19194, (n_ex=9597, eps=20.000, 64.63s)
23: acc=21.79% acc_corr=22.71% avg#q_ae=6.02 med#q=4.0, avg_margin=-1.97, buff=19194, (n_ex=9597, eps=20.000, 66.43s)
24: acc=21.40% acc_corr=22.30% avg#q_ae=6.12 med#q=4.0, avg_margin=-1.99, buff=19194, (n_ex=9597, eps=20.000, 68.09s)
25: acc=20.94% acc_corr=21.82% avg#q_ae=6.25 med#q=4.0, avg_margin=-2.02, buff=19194, (n_ex=9597, eps=20.000, 69.76s)
26: acc=20.08% acc_corr=20.92% avg#q_ae=6.50 med#q=4.0, avg_margin=-2.07, buff=19194, (n_ex=9597, eps=20.000, 71.44s)
27: acc=19.82% acc_corr=20.65% avg#q_ae=6.58 med#q=4.0, avg_margin=-2.09, buff=19194, (n_ex=9597, eps=20.000, 72.96s)
28: acc=19.15% acc_corr=19.95% avg#q_ae=6.78 med#q=4.0, avg_margin=-2.13, buff=19194, (n_ex=9597, eps=20.000, 74.53s)
29: acc=18.80% acc_corr=19.59% avg#q_ae=6.89 med#q=4.0, avg_margin=-2.15, buff=19194, (n_ex=9597, eps=20.000, 76.00s)
30: acc=18.30% acc_corr=19.07% avg#q_ae=7.05 med#q=4.0, avg_margin=-2.18, buff=19194, (n_ex=9597, eps=20.000, 77.54s)
31: acc=17.95% acc_corr=18.70% avg#q_ae=7.17 med#q=4.0, avg_margin=-2.21, buff=19194, (n_ex=9597, eps=20.000, 78.94s)
32: acc=17.53% acc_corr=18.27% avg#q_ae=7.31 med#q=4.0, avg_margin=-2.23, buff=19194, (n_ex=9597, eps=20.000, 80.33s)
33: acc=17.12% acc_corr=17.84% avg#q_ae=7.46 med#q=4.0, avg_margin=-2.26, buff=19194, (n_ex=9597, eps=20.000, 81.72s)
34: acc=16.74% acc_corr=17.44% avg#q_ae=7.59 med#q=4.0, avg_margin=-2.28, buff=19194, (n_ex=9597, eps=20.000, 83.04s)
35: acc=16.19% acc_corr=16.87% avg#q_ae=7.79 med#q=4.0, avg_margin=-2.32, buff=19194, (n_ex=9597, eps=20.000, 84.36s)
36: acc=15.86% acc_corr=16.53% avg#q_ae=7.92 med#q=4.0, avg_margin=-2.34, buff=19194, (n_ex=9597, eps=20.000, 85.61s)
37: acc=15.47% acc_corr=16.12% avg#q_ae=8.07 med#q=4.0, avg_margin=-2.36, buff=19194, (n_ex=9597, eps=20.000, 86.83s)
38: acc=15.34% acc_corr=15.98% avg#q_ae=8.12 med#q=4.0, avg_margin=-2.38, buff=19194, (n_ex=9597, eps=20.000, 87.99s)
39: acc=15.15% acc_corr=15.79% avg#q_ae=8.20 med#q=4.0, avg_margin=-2.39, buff=19194, (n_ex=9597, eps=20.000, 89.17s)
40: acc=14.96% acc_corr=15.59% avg#q_ae=8.28 med#q=4.0, avg_margin=-2.40, buff=19194, (n_ex=9597, eps=20.000, 90.33s)
41: acc=14.67% acc_corr=15.29% avg#q_ae=8.40 med#q=4.0, avg_margin=-2.41, buff=19194, (n_ex=9597, eps=20.000, 91.48s)
42: acc=14.43% acc_corr=15.04% avg#q_ae=8.51 med#q=4.0, avg_margin=-2.43, buff=19194, (n_ex=9597, eps=20.000, 92.60s)
43: acc=13.97% acc_corr=14.56% avg#q_ae=8.71 med#q=4.0, avg_margin=-2.46, buff=19194, (n_ex=9597, eps=20.000, 93.76s)
44: acc=13.44% acc_corr=14.00% avg#q_ae=8.95 med#q=4.0, avg_margin=-2.49, buff=19194, (n_ex=9597, eps=20.000, 94.89s)
45: acc=13.29% acc_corr=13.85% avg#q_ae=9.02 med#q=4.0, avg_margin=-2.50, buff=19194, (n_ex=9597, eps=20.000, 95.80s)
46: acc=12.85% acc_corr=13.39% avg#q_ae=9.23 med#q=4.0, avg_margin=-2.52, buff=19194, (n_ex=9597, eps=20.000, 96.69s)
47: acc=12.74% acc_corr=13.27% avg#q_ae=9.28 med#q=4.0, avg_margin=-2.52, buff=19194, (n_ex=9597, eps=20.000, 97.45s)
48: acc=12.39% acc_corr=12.91% avg#q_ae=9.45 med#q=4.0, avg_margin=-2.55, buff=19194, (n_ex=9597, eps=20.000, 98.30s)
49: acc=12.14% acc_corr=12.65% avg#q_ae=9.57 med#q=4.0, avg_margin=-2.56, buff=19194, (n_ex=9597, eps=20.000, 99.06s)
50: acc=12.00% acc_corr=12.50% avg#q_ae=9.64 med#q=4.0, avg_margin=-2.57, buff=19194, (n_ex=9597, eps=20.000, 99.79s)
51: acc=11.88% acc_corr=12.38% avg#q_ae=9.71 med#q=4.0, avg_margin=-2.58, buff=19194, (n_ex=9597, eps=20.000, 100.51s)
52: acc=11.60% acc_corr=12.09% avg#q_ae=9.85 med#q=4.0, avg_margin=-2.59, buff=19194, (n_ex=9597, eps=20.000, 101.27s)
53: acc=11.49% acc_corr=11.97% avg#q_ae=9.91 med#q=4.0, avg_margin=-2.60, buff=19194, (n_ex=9597, eps=20.000, 101.96s)
54: acc=11.32% acc_corr=11.80% avg#q_ae=10.00 med#q=4.0, avg_margin=-2.61, buff=19194, (n_ex=9597, eps=20.000, 102.72s)
55: acc=11.29% acc_corr=11.76% avg#q_ae=10.02 med#q=4.0, avg_margin=-2.61, buff=19194, (n_ex=9597, eps=20.000, 103.38s)
56: acc=10.90% acc_corr=11.36% avg#q_ae=10.24 med#q=4.0, avg_margin=-2.64, buff=19194, (n_ex=9597, eps=20.000, 104.17s)
57: acc=10.81% acc_corr=11.26% avg#q_ae=10.29 med#q=4.0, avg_margin=-2.64, buff=19194, (n_ex=9597, eps=20.000, 104.83s)
58: acc=10.37% acc_corr=10.81% avg#q_ae=10.55 med#q=4.0, avg_margin=-2.66, buff=19194, (n_ex=9597, eps=20.000, 105.55s)
59: acc=10.27% acc_corr=10.70% avg#q_ae=10.61 med#q=4.0, avg_margin=-2.67, buff=19194, (n_ex=9597, eps=20.000, 106.17s)
60: acc=9.89% acc_corr=10.31% avg#q_ae=10.83 med#q=4.0, avg_margin=-2.70, buff=19194, (n_ex=9597, eps=20.000, 106.99s)
61: acc=9.68% acc_corr=10.09% avg#q_ae=10.96 med#q=4.0, avg_margin=-2.71, buff=19194, (n_ex=9597, eps=20.000, 107.59s)
62: acc=9.53% acc_corr=9.93% avg#q_ae=11.05 med#q=4.0, avg_margin=-2.72, buff=19194, (n_ex=9597, eps=20.000, 108.19s)
63: acc=9.43% acc_corr=9.83% avg#q_ae=11.11 med#q=4.0, avg_margin=-2.73, buff=19194, (n_ex=9597, eps=20.000, 108.83s)
64: acc=9.25% acc_corr=9.64% avg#q_ae=11.23 med#q=4.0, avg_margin=-2.74, buff=19194, (n_ex=9597, eps=20.000, 109.44s)
65: acc=9.09% acc_corr=9.47% avg#q_ae=11.33 med#q=4.0, avg_margin=-2.75, buff=19194, (n_ex=9597, eps=20.000, 110.02s)
66: acc=8.95% acc_corr=9.33% avg#q_ae=11.42 med#q=4.0, avg_margin=-2.76, buff=19194, (n_ex=9597, eps=20.000, 110.58s)
67: acc=8.63% acc_corr=8.99% avg#q_ae=11.63 med#q=4.0, avg_margin=-2.77, buff=19194, (n_ex=9597, eps=20.000, 111.17s)
68: acc=8.41% acc_corr=8.76% avg#q_ae=11.78 med#q=4.0, avg_margin=-2.79, buff=19194, (n_ex=9597, eps=20.000, 111.71s)
69: acc=8.30% acc_corr=8.65% avg#q_ae=11.85 med#q=4.0, avg_margin=-2.79, buff=19194, (n_ex=9597, eps=20.000, 112.25s)
70: acc=8.26% acc_corr=8.61% avg#q_ae=11.88 med#q=4.0, avg_margin=-2.79, buff=19194, (n_ex=9597, eps=20.000, 112.74s)
71: acc=8.19% acc_corr=8.53% avg#q_ae=11.93 med#q=4.0, avg_margin=-2.80, buff=19194, (n_ex=9597, eps=20.000, 113.24s)
72: acc=8.06% acc_corr=8.40% avg#q_ae=12.02 med#q=4.0, avg_margin=-2.80, buff=19194, (n_ex=9597, eps=20.000, 113.79s)
73: acc=7.91% acc_corr=8.24% avg#q_ae=12.13 med#q=4.0, avg_margin=-2.81, buff=19194, (n_ex=9597, eps=20.000, 114.30s)
74: acc=7.82% acc_corr=8.15% avg#q_ae=12.19 med#q=4.0, avg_margin=-2.82, buff=19194, (n_ex=9597, eps=20.000, 114.77s)
75: acc=7.78% acc_corr=8.11% avg#q_ae=12.22 med#q=4.0, avg_margin=-2.82, buff=19194, (n_ex=9597, eps=20.000, 115.24s)
76: acc=7.72% acc_corr=8.04% avg#q_ae=12.27 med#q=4.0, avg_margin=-2.83, buff=19194, (n_ex=9597, eps=20.000, 115.71s)
77: acc=7.68% acc_corr=8.00% avg#q_ae=12.30 med#q=4.0, avg_margin=-2.83, buff=19194, (n_ex=9597, eps=20.000, 116.17s)
78: acc=7.59% acc_corr=7.91% avg#q_ae=12.37 med#q=4.0, avg_margin=-2.83, buff=19194, (n_ex=9597, eps=20.000, 116.63s)
79: acc=7.47% acc_corr=7.78% avg#q_ae=12.46 med#q=4.0, avg_margin=-2.84, buff=19194, (n_ex=9597, eps=20.000, 117.11s)
80: acc=7.28% acc_corr=7.59% avg#q_ae=12.61 med#q=4.0, avg_margin=-2.85, buff=19194, (n_ex=9597, eps=20.000, 117.61s)
81: acc=7.22% acc_corr=7.52% avg#q_ae=12.66 med#q=4.0, avg_margin=-2.85, buff=19194, (n_ex=9597, eps=20.000, 118.05s)
82: acc=7.18% acc_corr=7.48% avg#q_ae=12.69 med#q=4.0, avg_margin=-2.86, buff=19194, (n_ex=9597, eps=20.000, 118.49s)
83: acc=7.12% acc_corr=7.42% avg#q_ae=12.74 med#q=4.0, avg_margin=-2.86, buff=19194, (n_ex=9597, eps=20.000, 118.93s)
84: acc=6.88% acc_corr=7.17% avg#q_ae=12.94 med#q=4.0, avg_margin=-2.87, buff=19194, (n_ex=9597, eps=20.000, 119.41s)
85: acc=6.80% acc_corr=7.09% avg#q_ae=13.00 med#q=4.0, avg_margin=-2.88, buff=19194, (n_ex=9597, eps=20.000, 119.83s)
86: acc=6.65% acc_corr=6.93% avg#q_ae=13.13 med#q=4.0, avg_margin=-2.89, buff=19194, (n_ex=9597, eps=20.000, 120.25s)
87: acc=6.58% acc_corr=6.86% avg#q_ae=13.19 med#q=4.0, avg_margin=-2.89, buff=19194, (n_ex=9597, eps=20.000, 120.66s)
88: acc=6.55% acc_corr=6.83% avg#q_ae=13.21 med#q=4.0, avg_margin=-2.90, buff=19194, (n_ex=9597, eps=20.000, 121.05s)
89: acc=6.53% acc_corr=6.80% avg#q_ae=13.23 med#q=4.0, avg_margin=-2.90, buff=19194, (n_ex=9597, eps=20.000, 121.46s)
90: acc=6.50% acc_corr=6.77% avg#q_ae=13.26 med#q=4.0, avg_margin=-2.90, buff=19194, (n_ex=9597, eps=20.000, 121.87s)
91: acc=6.42% acc_corr=6.69% avg#q_ae=13.33 med#q=4.0, avg_margin=-2.91, buff=19194, (n_ex=9597, eps=20.000, 122.29s)
92: acc=6.39% acc_corr=6.66% avg#q_ae=13.36 med#q=4.0, avg_margin=-2.91, buff=19194, (n_ex=9597, eps=20.000, 122.69s)
93: acc=6.31% acc_corr=6.57% avg#q_ae=13.43 med#q=4.0, avg_margin=-2.91, buff=19194, (n_ex=9597, eps=20.000, 123.09s)
94: acc=6.19% acc_corr=6.45% avg#q_ae=13.54 med#q=4.0, avg_margin=-2.92, buff=19194, (n_ex=9597, eps=20.000, 123.57s)
95: acc=6.16% acc_corr=6.42% avg#q_ae=13.57 med#q=4.0, avg_margin=-2.92, buff=19194, (n_ex=9597, eps=20.000, 123.98s)
96: acc=6.12% acc_corr=6.38% avg#q_ae=13.60 med#q=4.0, avg_margin=-2.92, buff=19194, (n_ex=9597, eps=20.000, 124.40s)
97: acc=6.04% acc_corr=6.29% avg#q_ae=13.68 med#q=4.0, avg_margin=-2.93, buff=19194, (n_ex=9597, eps=20.000, 124.85s)
98: acc=5.93% acc_corr=6.18% avg#q_ae=13.79 med#q=4.0, avg_margin=-2.93, buff=19194, (n_ex=9597, eps=20.000, 125.26s)
99: acc=5.84% acc_corr=6.09% avg#q_ae=13.87 med#q=4.0, avg_margin=-2.94, buff=19194, (n_ex=9597, eps=20.000, 125.64s)
100: acc=5.76% acc_corr=6.00% avg#q_ae=13.95 med#q=4.0, avg_margin=-2.94, buff=19194, (n_ex=9597, eps=20.000, 126.01s)
101: acc=5.74% acc_corr=5.98% avg#q_ae=13.97 med#q=4.0, avg_margin=-2.94, buff=19194, (n_ex=9597, eps=20.000, 126.40s)
102: acc=5.73% acc_corr=5.97% avg#q_ae=13.98 med#q=4.0, avg_margin=-2.95, buff=19194, (n_ex=9597, eps=20.000, 126.78s)
103: acc=5.71% acc_corr=5.95% avg#q_ae=14.00 med#q=4.0, avg_margin=-2.95, buff=19194, (n_ex=9597, eps=20.000, 127.15s)
104: acc=5.67% acc_corr=5.91% avg#q_ae=14.04 med#q=4.0, avg_margin=-2.95, buff=19194, (n_ex=9597, eps=20.000, 127.55s)
105: acc=5.62% acc_corr=5.86% avg#q_ae=14.09 med#q=4.0, avg_margin=-2.96, buff=19194, (n_ex=9597, eps=20.000, 127.89s)
106: acc=5.57% acc_corr=5.80% avg#q_ae=14.15 med#q=4.0, avg_margin=-2.96, buff=19194, (n_ex=9597, eps=20.000, 128.23s)
107: acc=5.54% acc_corr=5.77% avg#q_ae=14.18 med#q=4.0, avg_margin=-2.96, buff=19194, (n_ex=9597, eps=20.000, 128.58s)
108: acc=5.45% acc_corr=5.68% avg#q_ae=14.27 med#q=4.0, avg_margin=-2.96, buff=19194, (n_ex=9597, eps=20.000, 128.98s)
109: acc=5.30% acc_corr=5.52% avg#q_ae=14.43 med#q=4.0, avg_margin=-2.97, buff=19194, (n_ex=9597, eps=20.000, 129.36s)
110: acc=5.27% acc_corr=5.49% avg#q_ae=14.46 med#q=4.0, avg_margin=-2.98, buff=19194, (n_ex=9597, eps=20.000, 129.67s)
111: acc=5.24% acc_corr=5.46% avg#q_ae=14.50 med#q=4.0, avg_margin=-2.98, buff=19194, (n_ex=9597, eps=20.000, 129.99s)
112: acc=5.19% acc_corr=5.41% avg#q_ae=14.55 med#q=4.0, avg_margin=-2.98, buff=19194, (n_ex=9597, eps=20.000, 130.31s)
113: acc=5.15% acc_corr=5.37% avg#q_ae=14.60 med#q=4.0, avg_margin=-2.99, buff=19194, (n_ex=9597, eps=20.000, 130.63s)
114: acc=5.07% acc_corr=5.28% avg#q_ae=14.69 med#q=4.0, avg_margin=-2.99, buff=19194, (n_ex=9597, eps=20.000, 130.96s)
115: acc=5.03% acc_corr=5.24% avg#q_ae=14.73 med#q=4.0, avg_margin=-3.00, buff=19194, (n_ex=9597, eps=20.000, 131.27s)
116: acc=4.94% acc_corr=5.15% avg#q_ae=14.83 med#q=4.0, avg_margin=-3.00, buff=19194, (n_ex=9597, eps=20.000, 131.58s)
117: acc=4.90% acc_corr=5.11% avg#q_ae=14.88 med#q=4.0, avg_margin=-3.00, buff=19194, (n_ex=9597, eps=20.000, 131.88s)
118: acc=4.81% acc_corr=5.01% avg#q_ae=14.98 med#q=4.0, avg_margin=-3.01, buff=19194, (n_ex=9597, eps=20.000, 132.18s)
119: acc=4.79% acc_corr=4.99% avg#q_ae=15.00 med#q=4.0, avg_margin=-3.01, buff=19194, (n_ex=9597, eps=20.000, 132.47s)
120: acc=4.70% acc_corr=4.90% avg#q_ae=15.11 med#q=4.0, avg_margin=-3.01, buff=19194, (n_ex=9597, eps=20.000, 132.77s)
121: acc=4.64% acc_corr=4.83% avg#q_ae=15.18 med#q=4.0, avg_margin=-3.02, buff=19194, (n_ex=9597, eps=20.000, 133.07s)
122: acc=4.62% acc_corr=4.81% avg#q_ae=15.21 med#q=4.0, avg_margin=-3.02, buff=19194, (n_ex=9597, eps=20.000, 133.35s)
123: acc=4.54% acc_corr=4.73% avg#q_ae=15.30 med#q=4.0, avg_margin=-3.02, buff=19194, (n_ex=9597, eps=20.000, 133.64s)
124: acc=4.53% acc_corr=4.72% avg#q_ae=15.31 med#q=4.0, avg_margin=-3.02, buff=19194, (n_ex=9597, eps=20.000, 133.92s)
125: acc=4.44% acc_corr=4.63% avg#q_ae=15.42 med#q=4.0, avg_margin=-3.03, buff=19194, (n_ex=9597, eps=20.000, 134.23s)
126: acc=4.43% acc_corr=4.62% avg#q_ae=15.44 med#q=4.0, avg_margin=-3.03, buff=19194, (n_ex=9597, eps=20.000, 134.51s)
127: acc=4.41% acc_corr=4.60% avg#q_ae=15.46 med#q=4.0, avg_margin=-3.03, buff=19194, (n_ex=9597, eps=20.000, 134.80s)
128: acc=4.34% acc_corr=4.52% avg#q_ae=15.55 med#q=4.0, avg_margin=-3.03, buff=19194, (n_ex=9597, eps=20.000, 135.07s)
129: acc=4.26% acc_corr=4.44% avg#q_ae=15.65 med#q=4.0, avg_margin=-3.04, buff=19194, (n_ex=9597, eps=20.000, 135.35s)
130: acc=4.25% acc_corr=4.43% avg#q_ae=15.66 med#q=4.0, avg_margin=-3.04, buff=19194, (n_ex=9597, eps=20.000, 135.61s)
131: acc=4.21% acc_corr=4.39% avg#q_ae=15.71 med#q=4.0, avg_margin=-3.04, buff=19194, (n_ex=9597, eps=20.000, 135.90s)
132: acc=4.12% acc_corr=4.29% avg#q_ae=15.83 med#q=4.0, avg_margin=-3.04, buff=19194, (n_ex=9597, eps=20.000, 136.17s)
133: acc=4.09% acc_corr=4.26% avg#q_ae=15.87 med#q=4.0, avg_margin=-3.04, buff=19194, (n_ex=9597, eps=20.000, 136.42s)
134: acc=4.07% acc_corr=4.24% avg#q_ae=15.89 med#q=4.0, avg_margin=-3.05, buff=19194, (n_ex=9597, eps=20.000, 136.68s)
135: acc=4.02% acc_corr=4.19% avg#q_ae=15.96 med#q=4.0, avg_margin=-3.05, buff=19194, (n_ex=9597, eps=20.000, 136.94s)
136: acc=4.02% acc_corr=4.19% avg#q_ae=15.96 med#q=4.0, avg_margin=-3.05, buff=19194, (n_ex=9597, eps=20.000, 137.18s)
137: acc=3.94% acc_corr=4.11% avg#q_ae=16.07 med#q=4.0, avg_margin=-3.05, buff=19194, (n_ex=9597, eps=20.000, 137.44s)
138: acc=3.89% acc_corr=4.05% avg#q_ae=16.13 med#q=4.0, avg_margin=-3.05, buff=19194, (n_ex=9597, eps=20.000, 137.70s)
139: acc=3.86% acc_corr=4.02% avg#q_ae=16.17 med#q=4.0, avg_margin=-3.06, buff=19194, (n_ex=9597, eps=20.000, 137.93s)
140: acc=3.85% acc_corr=4.01% avg#q_ae=16.19 med#q=4.0, avg_margin=-3.06, buff=19194, (n_ex=9597, eps=20.000, 138.16s)
141: acc=3.78% acc_corr=3.94% avg#q_ae=16.28 med#q=4.0, avg_margin=-3.06, buff=19194, (n_ex=9597, eps=20.000, 138.40s)
142: acc=3.74% acc_corr=3.90% avg#q_ae=16.34 med#q=4.0, avg_margin=-3.06, buff=19194, (n_ex=9597, eps=20.000, 138.63s)
143: acc=3.69% acc_corr=3.84% avg#q_ae=16.41 med#q=4.0, avg_margin=-3.06, buff=19194, (n_ex=9597, eps=20.000, 138.86s)
144: acc=3.68% acc_corr=3.83% avg#q_ae=16.42 med#q=4.0, avg_margin=-3.07, buff=19194, (n_ex=9597, eps=20.000, 139.08s)
145: acc=3.64% acc_corr=3.79% avg#q_ae=16.48 med#q=4.0, avg_margin=-3.07, buff=19194, (n_ex=9597, eps=20.000, 139.33s)
146: acc=3.63% acc_corr=3.78% avg#q_ae=16.49 med#q=4.0, avg_margin=-3.07, buff=19194, (n_ex=9597, eps=20.000, 139.55s)
147: acc=3.57% acc_corr=3.72% avg#q_ae=16.58 med#q=4.0, avg_margin=-3.07, buff=19194, (n_ex=9597, eps=20.000, 139.77s)
148: acc=3.57% acc_corr=3.72% avg#q_ae=16.58 med#q=4.0, avg_margin=-3.07, buff=19194, (n_ex=9597, eps=20.000, 140.01s)
149: acc=3.51% acc_corr=3.66% avg#q_ae=16.67 med#q=4.0, avg_margin=-3.08, buff=19194, (n_ex=9597, eps=20.000, 140.25s)
150: acc=3.49% acc_corr=3.64% avg#q_ae=16.70 med#q=4.0, avg_margin=-3.08, buff=19194, (n_ex=9597, eps=20.000, 140.48s)
151: acc=3.47% acc_corr=3.62% avg#q_ae=16.73 med#q=4.0, avg_margin=-3.08, buff=19194, (n_ex=9597, eps=20.000, 140.71s)
152: acc=3.44% acc_corr=3.58% avg#q_ae=16.77 med#q=4.0, avg_margin=-3.08, buff=19194, (n_ex=9597, eps=20.000, 140.94s)
153: acc=3.43% acc_corr=3.57% avg#q_ae=16.79 med#q=4.0, avg_margin=-3.08, buff=19194, (n_ex=9597, eps=20.000, 141.17s)
154: acc=3.39% acc_corr=3.53% avg#q_ae=16.85 med#q=4.0, avg_margin=-3.08, buff=19194, (n_ex=9597, eps=20.000, 141.41s)
155: acc=3.35% acc_corr=3.49% avg#q_ae=16.91 med#q=4.0, avg_margin=-3.08, buff=19194, (n_ex=9597, eps=20.000, 141.63s)
156: acc=3.31% acc_corr=3.45% avg#q_ae=16.97 med#q=4.0, avg_margin=-3.09, buff=19194, (n_ex=9597, eps=20.000, 141.84s)
157: acc=3.29% acc_corr=3.43% avg#q_ae=17.00 med#q=4.0, avg_margin=-3.09, buff=19194, (n_ex=9597, eps=20.000, 142.04s)
158: acc=3.24% acc_corr=3.38% avg#q_ae=17.07 med#q=4.0, avg_margin=-3.09, buff=19194, (n_ex=9597, eps=20.000, 142.25s)
159: acc=3.23% acc_corr=3.37% avg#q_ae=17.09 med#q=4.0, avg_margin=-3.09, buff=19194, (n_ex=9597, eps=20.000, 142.44s)
160: acc=3.21% acc_corr=3.34% avg#q_ae=17.12 med#q=4.0, avg_margin=-3.09, buff=19194, (n_ex=9597, eps=20.000, 142.64s)
161: acc=3.20% acc_corr=3.33% avg#q_ae=17.14 med#q=4.0, avg_margin=-3.09, buff=19194, (n_ex=9597, eps=20.000, 142.83s)
162: acc=3.16% acc_corr=3.29% avg#q_ae=17.20 med#q=4.0, avg_margin=-3.10, buff=19194, (n_ex=9597, eps=20.000, 143.03s)
163: acc=3.16% acc_corr=3.29% avg#q_ae=17.20 med#q=4.0, avg_margin=-3.10, buff=19194, (n_ex=9597, eps=20.000, 143.22s)
164: acc=3.11% acc_corr=3.24% avg#q_ae=17.28 med#q=4.0, avg_margin=-3.10, buff=19194, (n_ex=9597, eps=20.000, 143.42s)
165: acc=3.06% acc_corr=3.19% avg#q_ae=17.36 med#q=4.0, avg_margin=-3.10, buff=19194, (n_ex=9597, eps=20.000, 143.62s)
166: acc=3.06% acc_corr=3.19% avg#q_ae=17.36 med#q=4.0, avg_margin=-3.10, buff=19194, (n_ex=9597, eps=20.000, 143.80s)
167: acc=3.01% acc_corr=3.14% avg#q_ae=17.44 med#q=4.0, avg_margin=-3.10, buff=19194, (n_ex=9597, eps=20.000, 144.00s)
168: acc=2.99% acc_corr=3.12% avg#q_ae=17.48 med#q=4.0, avg_margin=-3.11, buff=19194, (n_ex=9597, eps=20.000, 144.18s)
169: acc=2.95% acc_corr=3.07% avg#q_ae=17.54 med#q=4.0, avg_margin=-3.11, buff=19194, (n_ex=9597, eps=20.000, 144.36s)
170: acc=2.90% acc_corr=3.02% avg#q_ae=17.62 med#q=4.0, avg_margin=-3.11, buff=19194, (n_ex=9597, eps=20.000, 144.54s)
171: acc=2.87% acc_corr=2.99% avg#q_ae=17.67 med#q=4.0, avg_margin=-3.11, buff=19194, (n_ex=9597, eps=20.000, 144.72s)
172: acc=2.85% acc_corr=2.97% avg#q_ae=17.71 med#q=4.0, avg_margin=-3.11, buff=19194, (n_ex=9597, eps=20.000, 144.89s)
173: acc=2.81% acc_corr=2.93% avg#q_ae=17.78 med#q=4.0, avg_margin=-3.11, buff=19194, (n_ex=9597, eps=20.000, 145.06s)
174: acc=2.81% acc_corr=2.93% avg#q_ae=17.78 med#q=4.0, avg_margin=-3.11, buff=19194, (n_ex=9597, eps=20.000, 145.23s)
