

All hps: 2021-03-10 10:30:51 model=wrn-28-10-drop dataset=cifar10 attack=square_linf n_ex=10000 eps=12.0 p=0.05 n_iter=10000
Clean accuracy: 95.97%
2021-03-10_10-31-12_EXACT_IFTY1_wrn-28-10-drop_HRZ0_RND1__Eps12
1: acc=76.19% acc_corr=79.39% avg#q_ae=2.08 med#q=2.0, avg_margin=4.94, buff=19194, (n_ex=9597, eps=12.000, 7.05s)
107: acc=25.77% acc_corr=26.85% avg#q_ae=30.09 med#q=37.0, avg_margin=0.05, buff=19194, (n_ex=9597, eps=12.000, 343.16s)
108: acc=25.60% acc_corr=26.68% avg#q_ae=30.28 med#q=37.0, avg_margin=0.04, buff=19194, (n_ex=9597, eps=12.000, 344.94s)
109: acc=25.39% acc_corr=26.46% avg#q_ae=30.52 med#q=37.0, avg_margin=0.03, buff=19194, (n_ex=9597, eps=12.000, 346.71s)
110: acc=25.20% acc_corr=26.26% avg#q_ae=30.74 med#q=37.0, avg_margin=0.01, buff=19194, (n_ex=9597, eps=12.000, 348.51s)
111: acc=25.05% acc_corr=26.10% avg#q_ae=30.91 med#q=37.0, avg_margin=0.00, buff=19194, (n_ex=9597, eps=12.000, 350.30s)
112: acc=24.95% acc_corr=26.00% avg#q_ae=31.03 med#q=37.0, avg_margin=-0.00, buff=19194, (n_ex=9597, eps=12.000, 352.08s)
113: acc=24.80% acc_corr=25.84% avg#q_ae=31.21 med#q=37.0, avg_margin=-0.01, buff=19194, (n_ex=9597, eps=12.000, 353.85s)
114: acc=24.69% acc_corr=25.73% avg#q_ae=31.34 med#q=37.0, avg_margin=-0.02, buff=19194, (n_ex=9597, eps=12.000, 355.60s)
115: acc=24.64% acc_corr=25.67% avg#q_ae=31.40 med#q=37.0, avg_margin=-0.03, buff=19194, (n_ex=9597, eps=12.000, 357.36s)
116: acc=24.48% acc_corr=25.51% avg#q_ae=31.59 med#q=37.0, avg_margin=-0.04, buff=19194, (n_ex=9597, eps=12.000, 359.16s)
117: acc=24.44% acc_corr=25.47% avg#q_ae=31.64 med#q=37.0, avg_margin=-0.04, buff=19194, (n_ex=9597, eps=12.000, 361.02s)
118: acc=24.32% acc_corr=25.34% avg#q_ae=31.79 med#q=37.0, avg_margin=-0.05, buff=19194, (n_ex=9597, eps=12.000, 362.78s)
119: acc=24.02% acc_corr=25.03% avg#q_ae=32.16 med#q=37.0, avg_margin=-0.07, buff=19194, (n_ex=9597, eps=12.000, 364.53s)
120: acc=23.84% acc_corr=24.84% avg#q_ae=32.39 med#q=37.0, avg_margin=-0.08, buff=19194, (n_ex=9597, eps=12.000, 366.38s)
121: acc=23.62% acc_corr=24.61% avg#q_ae=32.66 med#q=37.0, avg_margin=-0.09, buff=19194, (n_ex=9597, eps=12.000, 368.14s)
122: acc=23.39% acc_corr=24.37% avg#q_ae=32.95 med#q=37.0, avg_margin=-0.10, buff=19194, (n_ex=9597, eps=12.000, 369.89s)
123: acc=23.18% acc_corr=24.15% avg#q_ae=33.22 med#q=37.0, avg_margin=-0.11, buff=19194, (n_ex=9597, eps=12.000, 371.65s)
124: acc=23.05% acc_corr=24.02% avg#q_ae=33.38 med#q=37.0, avg_margin=-0.13, buff=19194, (n_ex=9597, eps=12.000, 373.37s)
125: acc=22.88% acc_corr=23.84% avg#q_ae=33.60 med#q=37.0, avg_margin=-0.14, buff=19194, (n_ex=9597, eps=12.000, 375.10s)
126: acc=22.77% acc_corr=23.73% avg#q_ae=33.74 med#q=37.0, avg_margin=-0.15, buff=19194, (n_ex=9597, eps=12.000, 376.82s)
127: acc=22.58% acc_corr=23.53% avg#q_ae=33.99 med#q=37.0, avg_margin=-0.16, buff=19194, (n_ex=9597, eps=12.000, 378.51s)
128: acc=22.49% acc_corr=23.43% avg#q_ae=34.11 med#q=37.0, avg_margin=-0.16, buff=19194, (n_ex=9597, eps=12.000, 380.15s)
129: acc=22.32% acc_corr=23.26% avg#q_ae=34.33 med#q=37.0, avg_margin=-0.17, buff=19194, (n_ex=9597, eps=12.000, 381.88s)
130: acc=22.23% acc_corr=23.16% avg#q_ae=34.45 med#q=37.0, avg_margin=-0.18, buff=19194, (n_ex=9597, eps=12.000, 383.45s)
131: acc=22.09% acc_corr=23.02% avg#q_ae=34.64 med#q=37.0, avg_margin=-0.19, buff=19194, (n_ex=9597, eps=12.000, 385.05s)
132: acc=22.00% acc_corr=22.92% avg#q_ae=34.76 med#q=37.0, avg_margin=-0.20, buff=19194, (n_ex=9597, eps=12.000, 386.69s)
133: acc=21.94% acc_corr=22.86% avg#q_ae=34.84 med#q=37.0, avg_margin=-0.21, buff=19194, (n_ex=9597, eps=12.000, 388.37s)
134: acc=21.90% acc_corr=22.82% avg#q_ae=34.89 med#q=37.0, avg_margin=-0.21, buff=19194, (n_ex=9597, eps=12.000, 389.93s)
135: acc=21.74% acc_corr=22.65% avg#q_ae=35.11 med#q=37.0, avg_margin=-0.23, buff=19194, (n_ex=9597, eps=12.000, 391.49s)
136: acc=21.62% acc_corr=22.53% avg#q_ae=35.28 med#q=37.0, avg_margin=-0.24, buff=19194, (n_ex=9597, eps=12.000, 393.06s)
137: acc=21.52% acc_corr=22.42% avg#q_ae=35.42 med#q=37.0, avg_margin=-0.24, buff=19194, (n_ex=9597, eps=12.000, 394.67s)
138: acc=21.37% acc_corr=22.27% avg#q_ae=35.63 med#q=37.0, avg_margin=-0.25, buff=19194, (n_ex=9597, eps=12.000, 396.25s)
139: acc=21.19% acc_corr=22.08% avg#q_ae=35.88 med#q=37.0, avg_margin=-0.27, buff=19194, (n_ex=9597, eps=12.000, 397.84s)
140: acc=21.07% acc_corr=21.95% avg#q_ae=36.05 med#q=37.0, avg_margin=-0.28, buff=19194, (n_ex=9597, eps=12.000, 399.49s)
141: acc=20.98% acc_corr=21.86% avg#q_ae=36.18 med#q=37.0, avg_margin=-0.28, buff=19194, (n_ex=9597, eps=12.000, 401.09s)
142: acc=20.89% acc_corr=21.77% avg#q_ae=36.31 med#q=37.0, avg_margin=-0.29, buff=19194, (n_ex=9597, eps=12.000, 402.68s)
143: acc=20.84% acc_corr=21.72% avg#q_ae=36.38 med#q=37.0, avg_margin=-0.30, buff=19194, (n_ex=9597, eps=12.000, 404.20s)
144: acc=20.78% acc_corr=21.65% avg#q_ae=36.47 med#q=37.0, avg_margin=-0.30, buff=19194, (n_ex=9597, eps=12.000, 405.82s)
145: acc=20.63% acc_corr=21.50% avg#q_ae=36.69 med#q=37.0, avg_margin=-0.31, buff=19194, (n_ex=9597, eps=12.000, 407.41s)
146: acc=20.48% acc_corr=21.34% avg#q_ae=36.91 med#q=37.0, avg_margin=-0.32, buff=19194, (n_ex=9597, eps=12.000, 408.93s)
147: acc=20.37% acc_corr=21.23% avg#q_ae=37.07 med#q=37.0, avg_margin=-0.33, buff=19194, (n_ex=9597, eps=12.000, 410.45s)
148: acc=20.28% acc_corr=21.13% avg#q_ae=37.21 med#q=37.0, avg_margin=-0.34, buff=19194, (n_ex=9597, eps=12.000, 412.05s)
149: acc=20.18% acc_corr=21.03% avg#q_ae=37.36 med#q=37.0, avg_margin=-0.34, buff=19194, (n_ex=9597, eps=12.000, 413.57s)
150: acc=20.12% acc_corr=20.96% avg#q_ae=37.45 med#q=37.0, avg_margin=-0.35, buff=19194, (n_ex=9597, eps=12.000, 415.05s)
151: acc=20.09% acc_corr=20.93% avg#q_ae=37.49 med#q=37.0, avg_margin=-0.35, buff=19194, (n_ex=9597, eps=12.000, 416.58s)
152: acc=19.96% acc_corr=20.80% avg#q_ae=37.69 med#q=37.0, avg_margin=-0.36, buff=19194, (n_ex=9597, eps=12.000, 418.03s)
153: acc=19.86% acc_corr=20.69% avg#q_ae=37.85 med#q=37.0, avg_margin=-0.37, buff=19194, (n_ex=9597, eps=12.000, 419.49s)
154: acc=19.67% acc_corr=20.50% avg#q_ae=38.14 med#q=37.0, avg_margin=-0.37, buff=19194, (n_ex=9597, eps=12.000, 420.93s)
155: acc=19.57% acc_corr=20.39% avg#q_ae=38.30 med#q=37.0, avg_margin=-0.38, buff=19194, (n_ex=9597, eps=12.000, 422.39s)
156: acc=19.43% acc_corr=20.25% avg#q_ae=38.52 med#q=37.0, avg_margin=-0.39, buff=19194, (n_ex=9597, eps=12.000, 423.84s)
157: acc=19.38% acc_corr=20.19% avg#q_ae=38.59 med#q=37.0, avg_margin=-0.39, buff=19194, (n_ex=9597, eps=12.000, 425.23s)
158: acc=19.27% acc_corr=20.08% avg#q_ae=38.77 med#q=37.0, avg_margin=-0.40, buff=19194, (n_ex=9597, eps=12.000, 426.64s)
159: acc=19.12% acc_corr=19.92% avg#q_ae=39.01 med#q=37.0, avg_margin=-0.41, buff=19194, (n_ex=9597, eps=12.000, 428.05s)
160: acc=19.01% acc_corr=19.81% avg#q_ae=39.18 med#q=37.0, avg_margin=-0.42, buff=19194, (n_ex=9597, eps=12.000, 429.52s)
161: acc=18.76% acc_corr=19.55% avg#q_ae=39.58 med#q=37.0, avg_margin=-0.43, buff=19194, (n_ex=9597, eps=12.000, 431.02s)
162: acc=18.55% acc_corr=19.33% avg#q_ae=39.92 med#q=37.0, avg_margin=-0.44, buff=19194, (n_ex=9597, eps=12.000, 432.38s)
163: acc=18.40% acc_corr=19.17% avg#q_ae=40.16 med#q=37.0, avg_margin=-0.45, buff=19194, (n_ex=9597, eps=12.000, 433.70s)
164: acc=18.25% acc_corr=19.02% avg#q_ae=40.41 med#q=37.0, avg_margin=-0.45, buff=19194, (n_ex=9597, eps=12.000, 435.09s)
165: acc=18.11% acc_corr=18.87% avg#q_ae=40.63 med#q=37.0, avg_margin=-0.46, buff=19194, (n_ex=9597, eps=12.000, 436.50s)
166: acc=18.03% acc_corr=18.79% avg#q_ae=40.76 med#q=37.0, avg_margin=-0.46, buff=19194, (n_ex=9597, eps=12.000, 437.89s)
167: acc=17.91% acc_corr=18.66% avg#q_ae=40.96 med#q=37.0, avg_margin=-0.47, buff=19194, (n_ex=9597, eps=12.000, 439.32s)
168: acc=17.82% acc_corr=18.57% avg#q_ae=41.11 med#q=37.0, avg_margin=-0.47, buff=19194, (n_ex=9597, eps=12.000, 440.64s)
169: acc=17.73% acc_corr=18.47% avg#q_ae=41.26 med#q=37.0, avg_margin=-0.48, buff=19194, (n_ex=9597, eps=12.000, 441.99s)
170: acc=17.64% acc_corr=18.38% avg#q_ae=41.41 med#q=37.0, avg_margin=-0.49, buff=19194, (n_ex=9597, eps=12.000, 443.27s)
171: acc=17.56% acc_corr=18.30% avg#q_ae=41.54 med#q=37.0, avg_margin=-0.49, buff=19194, (n_ex=9597, eps=12.000, 444.62s)
172: acc=17.44% acc_corr=18.17% avg#q_ae=41.75 med#q=37.0, avg_margin=-0.50, buff=19194, (n_ex=9597, eps=12.000, 445.90s)
173: acc=17.34% acc_corr=18.07% avg#q_ae=41.92 med#q=37.0, avg_margin=-0.51, buff=19194, (n_ex=9597, eps=12.000, 447.20s)
174: acc=17.24% acc_corr=17.96% avg#q_ae=42.09 med#q=37.0, avg_margin=-0.51, buff=19194, (n_ex=9597, eps=12.000, 448.50s)
