

All hps: 2021-03-10 16:21:33 model=wrn-28-10-drop dataset=cifar10 attack=square_l2 n_ex=10000 eps=765.0 p=0.05 n_iter=10000
Clean accuracy: 95.97%
Initial square side=6 for bumps
2021-03-10_16-21-56_EXACT_IFTY0_wrn-28-10-drop_HRZ0_RND1__Eps765
1: acc=78.89% acc_corr=82.20% avg#q_ae=2.16 med#q=2.0, avg_margin=5.51, buff=19194, (n_ex=9597, eps=765.000, 10.67s)
14: acc=55.26% acc_corr=57.58% avg#q_ae=6.17 med#q=15.0, avg_margin=2.64, buff=19194, (n_ex=9597, eps=765.000, 163.49s)
15: acc=54.15% acc_corr=56.42% avg#q_ae=6.45 med#q=16.0, avg_margin=2.54, buff=19194, (n_ex=9597, eps=765.000, 173.52s)
16: acc=52.32% acc_corr=54.52% avg#q_ae=6.94 med#q=17.0, avg_margin=2.39, buff=19194, (n_ex=9597, eps=765.000, 183.50s)
17: acc=51.22% acc_corr=53.37% avg#q_ae=7.24 med#q=18.0, avg_margin=2.28, buff=19194, (n_ex=9597, eps=765.000, 192.97s)
18: acc=50.24% acc_corr=52.35% avg#q_ae=7.51 med#q=19.0, avg_margin=2.19, buff=19194, (n_ex=9597, eps=765.000, 202.52s)
19: acc=49.57% acc_corr=51.65% avg#q_ae=7.70 med#q=20.0, avg_margin=2.13, buff=19194, (n_ex=9597, eps=765.000, 211.75s)
20: acc=48.26% acc_corr=50.29% avg#q_ae=8.10 med#q=21.0, avg_margin=2.02, buff=19194, (n_ex=9597, eps=765.000, 220.88s)
21: acc=47.60% acc_corr=49.60% avg#q_ae=8.30 med#q=22.0, avg_margin=1.95, buff=19194, (n_ex=9597, eps=765.000, 229.76s)
22: acc=46.92% acc_corr=48.89% avg#q_ae=8.52 med#q=22.0, avg_margin=1.88, buff=19194, (n_ex=9597, eps=765.000, 238.47s)
23: acc=46.45% acc_corr=48.40% avg#q_ae=8.67 med#q=22.0, avg_margin=1.83, buff=19194, (n_ex=9597, eps=765.000, 246.85s)
24: acc=45.31% acc_corr=47.21% avg#q_ae=9.06 med#q=22.0, avg_margin=1.74, buff=19194, (n_ex=9597, eps=765.000, 255.29s)
25: acc=43.76% acc_corr=45.60% avg#q_ae=9.60 med#q=22.0, avg_margin=1.60, buff=19194, (n_ex=9597, eps=765.000, 263.58s)
26: acc=43.05% acc_corr=44.86% avg#q_ae=9.84 med#q=22.0, avg_margin=1.55, buff=19194, (n_ex=9597, eps=765.000, 270.72s)
27: acc=42.32% acc_corr=44.10% avg#q_ae=10.10 med#q=22.0, avg_margin=1.49, buff=19194, (n_ex=9597, eps=765.000, 278.59s)
28: acc=41.73% acc_corr=43.48% avg#q_ae=10.32 med#q=22.0, avg_margin=1.43, buff=19194, (n_ex=9597, eps=765.000, 286.37s)
29: acc=41.18% acc_corr=42.91% avg#q_ae=10.53 med#q=22.0, avg_margin=1.38, buff=19194, (n_ex=9597, eps=765.000, 293.95s)
30: acc=40.85% acc_corr=42.57% avg#q_ae=10.66 med#q=22.0, avg_margin=1.34, buff=19194, (n_ex=9597, eps=765.000, 301.52s)
31: acc=39.89% acc_corr=41.57% avg#q_ae=11.04 med#q=22.0, avg_margin=1.26, buff=19194, (n_ex=9597, eps=765.000, 309.06s)
32: acc=39.53% acc_corr=41.19% avg#q_ae=11.18 med#q=22.0, avg_margin=1.23, buff=19194, (n_ex=9597, eps=765.000, 316.41s)
33: acc=39.12% acc_corr=40.76% avg#q_ae=11.36 med#q=22.0, avg_margin=1.19, buff=19194, (n_ex=9597, eps=765.000, 323.67s)
34: acc=38.67% acc_corr=40.29% avg#q_ae=11.55 med#q=22.0, avg_margin=1.14, buff=19194, (n_ex=9597, eps=765.000, 330.83s)
35: acc=38.07% acc_corr=39.67% avg#q_ae=11.81 med#q=22.0, avg_margin=1.10, buff=19194, (n_ex=9597, eps=765.000, 337.92s)
36: acc=37.67% acc_corr=39.25% avg#q_ae=11.99 med#q=22.0, avg_margin=1.07, buff=19194, (n_ex=9597, eps=765.000, 344.42s)
37: acc=36.94% acc_corr=38.49% avg#q_ae=12.33 med#q=22.0, avg_margin=1.01, buff=19194, (n_ex=9597, eps=765.000, 351.40s)
38: acc=36.33% acc_corr=37.86% avg#q_ae=12.61 med#q=22.0, avg_margin=0.96, buff=19194, (n_ex=9597, eps=765.000, 358.46s)
39: acc=35.46% acc_corr=36.95% avg#q_ae=13.02 med#q=22.0, avg_margin=0.90, buff=19194, (n_ex=9597, eps=765.000, 365.27s)
40: acc=34.77% acc_corr=36.23% avg#q_ae=13.35 med#q=22.0, avg_margin=0.85, buff=19194, (n_ex=9597, eps=765.000, 371.83s)
41: acc=34.22% acc_corr=35.66% avg#q_ae=13.61 med#q=22.0, avg_margin=0.80, buff=19194, (n_ex=9597, eps=765.000, 378.31s)
42: acc=33.44% acc_corr=34.84% avg#q_ae=13.99 med#q=22.0, avg_margin=0.75, buff=19194, (n_ex=9597, eps=765.000, 384.72s)
43: acc=32.90% acc_corr=34.28% avg#q_ae=14.25 med#q=22.0, avg_margin=0.71, buff=19194, (n_ex=9597, eps=765.000, 390.83s)
44: acc=32.48% acc_corr=33.84% avg#q_ae=14.46 med#q=22.0, avg_margin=0.68, buff=19194, (n_ex=9597, eps=765.000, 396.96s)
45: acc=31.82% acc_corr=33.16% avg#q_ae=14.80 med#q=22.0, avg_margin=0.63, buff=19194, (n_ex=9597, eps=765.000, 403.24s)
46: acc=31.31% acc_corr=32.62% avg#q_ae=15.06 med#q=22.0, avg_margin=0.60, buff=19194, (n_ex=9597, eps=765.000, 409.14s)
47: acc=30.99% acc_corr=32.29% avg#q_ae=15.23 med#q=22.0, avg_margin=0.57, buff=19194, (n_ex=9597, eps=765.000, 414.95s)
48: acc=30.26% acc_corr=31.53% avg#q_ae=15.61 med#q=22.0, avg_margin=0.51, buff=19194, (n_ex=9597, eps=765.000, 419.96s)
49: acc=29.85% acc_corr=31.10% avg#q_ae=15.83 med#q=22.0, avg_margin=0.48, buff=19194, (n_ex=9597, eps=765.000, 425.60s)
50: acc=29.57% acc_corr=30.81% avg#q_ae=15.99 med#q=22.0, avg_margin=0.45, buff=19194, (n_ex=9597, eps=765.000, 431.14s)
51: acc=29.30% acc_corr=30.53% avg#q_ae=16.14 med#q=22.0, avg_margin=0.43, buff=19194, (n_ex=9597, eps=765.000, 436.47s)
52: acc=28.92% acc_corr=30.13% avg#q_ae=16.35 med#q=22.0, avg_margin=0.40, buff=19194, (n_ex=9597, eps=765.000, 441.94s)
53: acc=28.43% acc_corr=29.62% avg#q_ae=16.63 med#q=22.0, avg_margin=0.36, buff=19194, (n_ex=9597, eps=765.000, 447.32s)
54: acc=27.81% acc_corr=28.98% avg#q_ae=16.99 med#q=22.0, avg_margin=0.32, buff=19194, (n_ex=9597, eps=765.000, 452.56s)
55: acc=27.58% acc_corr=28.74% avg#q_ae=17.12 med#q=22.0, avg_margin=0.30, buff=19194, (n_ex=9597, eps=765.000, 457.73s)
56: acc=27.13% acc_corr=28.27% avg#q_ae=17.39 med#q=22.0, avg_margin=0.26, buff=19194, (n_ex=9597, eps=765.000, 462.75s)
57: acc=26.81% acc_corr=27.94% avg#q_ae=17.58 med#q=22.0, avg_margin=0.24, buff=19194, (n_ex=9597, eps=765.000, 467.89s)
58: acc=26.54% acc_corr=27.65% avg#q_ae=17.75 med#q=22.0, avg_margin=0.23, buff=19194, (n_ex=9597, eps=765.000, 472.91s)
59: acc=26.10% acc_corr=27.20% avg#q_ae=18.02 med#q=22.0, avg_margin=0.20, buff=19194, (n_ex=9597, eps=765.000, 477.94s)
60: acc=25.86% acc_corr=26.95% avg#q_ae=18.17 med#q=22.0, avg_margin=0.18, buff=19194, (n_ex=9597, eps=765.000, 482.67s)
61: acc=25.57% acc_corr=26.64% avg#q_ae=18.36 med#q=22.0, avg_margin=0.16, buff=19194, (n_ex=9597, eps=765.000, 487.48s)
62: acc=25.41% acc_corr=26.48% avg#q_ae=18.46 med#q=22.0, avg_margin=0.15, buff=19194, (n_ex=9597, eps=765.000, 491.93s)
63: acc=25.10% acc_corr=26.15% avg#q_ae=18.66 med#q=22.0, avg_margin=0.13, buff=19194, (n_ex=9597, eps=765.000, 496.00s)
64: acc=24.83% acc_corr=25.87% avg#q_ae=18.84 med#q=22.0, avg_margin=0.11, buff=19194, (n_ex=9597, eps=765.000, 500.71s)
65: acc=24.58% acc_corr=25.61% avg#q_ae=19.01 med#q=22.0, avg_margin=0.10, buff=19194, (n_ex=9597, eps=765.000, 505.16s)
66: acc=24.13% acc_corr=25.14% avg#q_ae=19.32 med#q=22.0, avg_margin=0.07, buff=19194, (n_ex=9597, eps=765.000, 509.52s)
67: acc=23.95% acc_corr=24.96% avg#q_ae=19.44 med#q=22.0, avg_margin=0.05, buff=19194, (n_ex=9597, eps=765.000, 514.03s)
68: acc=23.78% acc_corr=24.78% avg#q_ae=19.56 med#q=22.0, avg_margin=0.03, buff=19194, (n_ex=9597, eps=765.000, 518.49s)
69: acc=23.47% acc_corr=24.46% avg#q_ae=19.78 med#q=22.0, avg_margin=0.01, buff=19194, (n_ex=9597, eps=765.000, 522.82s)
70: acc=23.08% acc_corr=24.05% avg#q_ae=20.06 med#q=22.0, avg_margin=-0.02, buff=19194, (n_ex=9597, eps=765.000, 527.17s)
71: acc=22.67% acc_corr=23.62% avg#q_ae=20.36 med#q=22.0, avg_margin=-0.04, buff=19194, (n_ex=9597, eps=765.000, 531.44s)
72: acc=22.42% acc_corr=23.36% avg#q_ae=20.54 med#q=22.0, avg_margin=-0.06, buff=19194, (n_ex=9597, eps=765.000, 535.64s)
73: acc=22.19% acc_corr=23.12% avg#q_ae=20.71 med#q=22.0, avg_margin=-0.07, buff=19194, (n_ex=9597, eps=765.000, 539.74s)
74: acc=21.91% acc_corr=22.83% avg#q_ae=20.92 med#q=22.0, avg_margin=-0.09, buff=19194, (n_ex=9597, eps=765.000, 543.86s)
75: acc=21.78% acc_corr=22.69% avg#q_ae=21.02 med#q=22.0, avg_margin=-0.10, buff=19194, (n_ex=9597, eps=765.000, 547.94s)
76: acc=21.52% acc_corr=22.42% avg#q_ae=21.22 med#q=22.0, avg_margin=-0.12, buff=19194, (n_ex=9597, eps=765.000, 551.95s)
77: acc=21.07% acc_corr=21.95% avg#q_ae=21.56 med#q=22.0, avg_margin=-0.15, buff=19194, (n_ex=9597, eps=765.000, 555.96s)
78: acc=20.82% acc_corr=21.69% avg#q_ae=21.76 med#q=22.0, avg_margin=-0.17, buff=19194, (n_ex=9597, eps=765.000, 560.03s)
79: acc=20.68% acc_corr=21.55% avg#q_ae=21.87 med#q=22.0, avg_margin=-0.18, buff=19194, (n_ex=9597, eps=765.000, 563.91s)
80: acc=20.48% acc_corr=21.34% avg#q_ae=22.03 med#q=22.0, avg_margin=-0.19, buff=19194, (n_ex=9597, eps=765.000, 567.34s)
81: acc=20.30% acc_corr=21.15% avg#q_ae=22.17 med#q=22.0, avg_margin=-0.21, buff=19194, (n_ex=9597, eps=765.000, 571.01s)
82: acc=20.01% acc_corr=20.85% avg#q_ae=22.41 med#q=22.0, avg_margin=-0.24, buff=19194, (n_ex=9597, eps=765.000, 574.84s)
83: acc=19.80% acc_corr=20.63% avg#q_ae=22.58 med#q=22.0, avg_margin=-0.25, buff=19194, (n_ex=9597, eps=765.000, 578.61s)
84: acc=19.49% acc_corr=20.31% avg#q_ae=22.84 med#q=22.0, avg_margin=-0.27, buff=19194, (n_ex=9597, eps=765.000, 582.25s)
85: acc=19.29% acc_corr=20.10% avg#q_ae=23.00 med#q=22.0, avg_margin=-0.28, buff=19194, (n_ex=9597, eps=765.000, 585.87s)
86: acc=19.07% acc_corr=19.87% avg#q_ae=23.19 med#q=22.0, avg_margin=-0.30, buff=19194, (n_ex=9597, eps=765.000, 589.45s)
87: acc=18.95% acc_corr=19.75% avg#q_ae=23.29 med#q=22.0, avg_margin=-0.31, buff=19194, (n_ex=9597, eps=765.000, 593.02s)
88: acc=18.79% acc_corr=19.58% avg#q_ae=23.43 med#q=22.0, avg_margin=-0.33, buff=19194, (n_ex=9597, eps=765.000, 596.55s)
89: acc=18.68% acc_corr=19.46% avg#q_ae=23.53 med#q=22.0, avg_margin=-0.34, buff=19194, (n_ex=9597, eps=765.000, 600.05s)
90: acc=18.47% acc_corr=19.25% avg#q_ae=23.71 med#q=22.0, avg_margin=-0.35, buff=19194, (n_ex=9597, eps=765.000, 603.65s)
91: acc=18.27% acc_corr=19.04% avg#q_ae=23.89 med#q=22.0, avg_margin=-0.36, buff=19194, (n_ex=9597, eps=765.000, 607.13s)
92: acc=18.11% acc_corr=18.87% avg#q_ae=24.04 med#q=22.0, avg_margin=-0.37, buff=19194, (n_ex=9597, eps=765.000, 610.54s)
93: acc=17.88% acc_corr=18.63% avg#q_ae=24.24 med#q=22.0, avg_margin=-0.39, buff=19194, (n_ex=9597, eps=765.000, 613.94s)
94: acc=17.76% acc_corr=18.51% avg#q_ae=24.35 med#q=22.0, avg_margin=-0.39, buff=19194, (n_ex=9597, eps=765.000, 617.26s)
95: acc=17.61% acc_corr=18.35% avg#q_ae=24.49 med#q=22.0, avg_margin=-0.40, buff=19194, (n_ex=9597, eps=765.000, 620.56s)
96: acc=17.50% acc_corr=18.23% avg#q_ae=24.60 med#q=22.0, avg_margin=-0.41, buff=19194, (n_ex=9597, eps=765.000, 623.81s)
97: acc=17.38% acc_corr=18.11% avg#q_ae=24.71 med#q=22.0, avg_margin=-0.42, buff=19194, (n_ex=9597, eps=765.000, 627.08s)
98: acc=17.23% acc_corr=17.95% avg#q_ae=24.85 med#q=22.0, avg_margin=-0.43, buff=19194, (n_ex=9597, eps=765.000, 630.36s)
99: acc=16.98% acc_corr=17.69% avg#q_ae=25.09 med#q=22.0, avg_margin=-0.44, buff=19194, (n_ex=9597, eps=765.000, 633.35s)
100: acc=16.79% acc_corr=17.50% avg#q_ae=25.28 med#q=22.0, avg_margin=-0.45, buff=19194, (n_ex=9597, eps=765.000, 636.12s)
101: acc=16.54% acc_corr=17.23% avg#q_ae=25.52 med#q=22.0, avg_margin=-0.47, buff=19194, (n_ex=9597, eps=765.000, 638.83s)
102: acc=16.41% acc_corr=17.10% avg#q_ae=25.65 med#q=22.0, avg_margin=-0.48, buff=19194, (n_ex=9597, eps=765.000, 640.95s)
103: acc=16.17% acc_corr=16.85% avg#q_ae=25.89 med#q=22.0, avg_margin=-0.49, buff=19194, (n_ex=9597, eps=765.000, 643.66s)
104: acc=16.07% acc_corr=16.74% avg#q_ae=25.99 med#q=22.0, avg_margin=-0.50, buff=19194, (n_ex=9597, eps=765.000, 646.36s)
105: acc=15.83% acc_corr=16.49% avg#q_ae=26.23 med#q=22.0, avg_margin=-0.51, buff=19194, (n_ex=9597, eps=765.000, 649.02s)
106: acc=15.70% acc_corr=16.36% avg#q_ae=26.37 med#q=22.0, avg_margin=-0.52, buff=19194, (n_ex=9597, eps=765.000, 651.63s)
107: acc=15.49% acc_corr=16.14% avg#q_ae=26.58 med#q=22.0, avg_margin=-0.53, buff=19194, (n_ex=9597, eps=765.000, 654.25s)
108: acc=15.43% acc_corr=16.08% avg#q_ae=26.64 med#q=22.0, avg_margin=-0.54, buff=19194, (n_ex=9597, eps=765.000, 656.81s)
109: acc=15.31% acc_corr=15.95% avg#q_ae=26.77 med#q=22.0, avg_margin=-0.55, buff=19194, (n_ex=9597, eps=765.000, 659.35s)
110: acc=15.12% acc_corr=15.75% avg#q_ae=26.97 med#q=22.0, avg_margin=-0.56, buff=19194, (n_ex=9597, eps=765.000, 661.88s)
111: acc=15.08% acc_corr=15.71% avg#q_ae=27.01 med#q=22.0, avg_margin=-0.56, buff=19194, (n_ex=9597, eps=765.000, 664.34s)
112: acc=14.96% acc_corr=15.59% avg#q_ae=27.14 med#q=22.0, avg_margin=-0.57, buff=19194, (n_ex=9597, eps=765.000, 666.81s)
113: acc=14.83% acc_corr=15.45% avg#q_ae=27.28 med#q=22.0, avg_margin=-0.58, buff=19194, (n_ex=9597, eps=765.000, 669.26s)
114: acc=14.71% acc_corr=15.33% avg#q_ae=27.41 med#q=22.0, avg_margin=-0.59, buff=19194, (n_ex=9597, eps=765.000, 671.70s)
115: acc=14.60% acc_corr=15.21% avg#q_ae=27.53 med#q=22.0, avg_margin=-0.60, buff=19194, (n_ex=9597, eps=765.000, 674.15s)
116: acc=14.36% acc_corr=14.96% avg#q_ae=27.80 med#q=22.0, avg_margin=-0.61, buff=19194, (n_ex=9597, eps=765.000, 676.55s)
117: acc=14.24% acc_corr=14.84% avg#q_ae=27.93 med#q=22.0, avg_margin=-0.62, buff=19194, (n_ex=9597, eps=765.000, 678.92s)
118: acc=14.15% acc_corr=14.74% avg#q_ae=28.04 med#q=22.0, avg_margin=-0.62, buff=19194, (n_ex=9597, eps=765.000, 681.28s)
119: acc=14.01% acc_corr=14.60% avg#q_ae=28.19 med#q=22.0, avg_margin=-0.63, buff=19194, (n_ex=9597, eps=765.000, 683.66s)
120: acc=13.92% acc_corr=14.50% avg#q_ae=28.30 med#q=22.0, avg_margin=-0.64, buff=19194, (n_ex=9597, eps=765.000, 685.96s)
121: acc=13.80% acc_corr=14.38% avg#q_ae=28.44 med#q=22.0, avg_margin=-0.64, buff=19194, (n_ex=9597, eps=765.000, 688.25s)
122: acc=13.69% acc_corr=14.26% avg#q_ae=28.56 med#q=22.0, avg_margin=-0.65, buff=19194, (n_ex=9597, eps=765.000, 690.50s)
123: acc=13.56% acc_corr=14.13% avg#q_ae=28.71 med#q=22.0, avg_margin=-0.66, buff=19194, (n_ex=9597, eps=765.000, 692.69s)
124: acc=13.36% acc_corr=13.92% avg#q_ae=28.95 med#q=22.0, avg_margin=-0.68, buff=19194, (n_ex=9597, eps=765.000, 694.82s)
125: acc=13.24% acc_corr=13.80% avg#q_ae=29.09 med#q=22.0, avg_margin=-0.68, buff=19194, (n_ex=9597, eps=765.000, 696.97s)
126: acc=13.06% acc_corr=13.61% avg#q_ae=29.31 med#q=22.0, avg_margin=-0.69, buff=19194, (n_ex=9597, eps=765.000, 699.02s)
127: acc=12.97% acc_corr=13.51% avg#q_ae=29.42 med#q=22.0, avg_margin=-0.70, buff=19194, (n_ex=9597, eps=765.000, 701.04s)
128: acc=12.89% acc_corr=13.43% avg#q_ae=29.51 med#q=22.0, avg_margin=-0.71, buff=19194, (n_ex=9597, eps=765.000, 702.74s)
129: acc=12.77% acc_corr=13.31% avg#q_ae=29.66 med#q=22.0, avg_margin=-0.71, buff=19194, (n_ex=9597, eps=765.000, 704.55s)
130: acc=12.65% acc_corr=13.18% avg#q_ae=29.81 med#q=22.0, avg_margin=-0.72, buff=19194, (n_ex=9597, eps=765.000, 706.58s)
131: acc=12.50% acc_corr=13.02% avg#q_ae=29.99 med#q=22.0, avg_margin=-0.73, buff=19194, (n_ex=9597, eps=765.000, 708.60s)
132: acc=12.40% acc_corr=12.92% avg#q_ae=30.12 med#q=22.0, avg_margin=-0.73, buff=19194, (n_ex=9597, eps=765.000, 710.55s)
133: acc=12.27% acc_corr=12.79% avg#q_ae=30.28 med#q=22.0, avg_margin=-0.74, buff=19194, (n_ex=9597, eps=765.000, 712.52s)
134: acc=12.21% acc_corr=12.72% avg#q_ae=30.35 med#q=22.0, avg_margin=-0.75, buff=19194, (n_ex=9597, eps=765.000, 714.40s)
135: acc=12.13% acc_corr=12.64% avg#q_ae=30.46 med#q=22.0, avg_margin=-0.75, buff=19194, (n_ex=9597, eps=765.000, 716.25s)
136: acc=12.08% acc_corr=12.59% avg#q_ae=30.52 med#q=22.0, avg_margin=-0.76, buff=19194, (n_ex=9597, eps=765.000, 718.10s)
137: acc=11.96% acc_corr=12.46% avg#q_ae=30.68 med#q=22.0, avg_margin=-0.76, buff=19194, (n_ex=9597, eps=765.000, 719.93s)
138: acc=11.79% acc_corr=12.29% avg#q_ae=30.90 med#q=22.0, avg_margin=-0.77, buff=19194, (n_ex=9597, eps=765.000, 721.68s)
139: acc=11.67% acc_corr=12.16% avg#q_ae=31.05 med#q=22.0, avg_margin=-0.78, buff=19194, (n_ex=9597, eps=765.000, 723.40s)
140: acc=11.55% acc_corr=12.04% avg#q_ae=31.21 med#q=22.0, avg_margin=-0.79, buff=19194, (n_ex=9597, eps=765.000, 725.09s)
141: acc=11.45% acc_corr=11.93% avg#q_ae=31.34 med#q=22.0, avg_margin=-0.79, buff=19194, (n_ex=9597, eps=765.000, 726.72s)
142: acc=11.37% acc_corr=11.85% avg#q_ae=31.45 med#q=22.0, avg_margin=-0.80, buff=19194, (n_ex=9597, eps=765.000, 728.34s)
143: acc=11.22% acc_corr=11.69% avg#q_ae=31.65 med#q=22.0, avg_margin=-0.81, buff=19194, (n_ex=9597, eps=765.000, 729.95s)
144: acc=11.19% acc_corr=11.66% avg#q_ae=31.69 med#q=22.0, avg_margin=-0.81, buff=19194, (n_ex=9597, eps=765.000, 731.52s)
145: acc=11.14% acc_corr=11.61% avg#q_ae=31.76 med#q=22.0, avg_margin=-0.81, buff=19194, (n_ex=9597, eps=765.000, 733.01s)
146: acc=10.99% acc_corr=11.45% avg#q_ae=31.96 med#q=22.0, avg_margin=-0.82, buff=19194, (n_ex=9597, eps=765.000, 734.52s)
147: acc=10.94% acc_corr=11.40% avg#q_ae=32.03 med#q=22.0, avg_margin=-0.82, buff=19194, (n_ex=9597, eps=765.000, 735.99s)
148: acc=10.83% acc_corr=11.28% avg#q_ae=32.19 med#q=22.0, avg_margin=-0.83, buff=19194, (n_ex=9597, eps=765.000, 737.45s)
149: acc=10.78% acc_corr=11.23% avg#q_ae=32.26 med#q=22.0, avg_margin=-0.83, buff=19194, (n_ex=9597, eps=765.000, 738.90s)
150: acc=10.65% acc_corr=11.10% avg#q_ae=32.44 med#q=22.0, avg_margin=-0.84, buff=19194, (n_ex=9597, eps=765.000, 740.35s)
151: acc=10.53% acc_corr=10.97% avg#q_ae=32.61 med#q=22.0, avg_margin=-0.85, buff=19194, (n_ex=9597, eps=765.000, 741.71s)
152: acc=10.41% acc_corr=10.85% avg#q_ae=32.78 med#q=22.0, avg_margin=-0.86, buff=19194, (n_ex=9597, eps=765.000, 743.12s)
153: acc=10.37% acc_corr=10.81% avg#q_ae=32.83 med#q=22.0, avg_margin=-0.86, buff=19194, (n_ex=9597, eps=765.000, 744.49s)
154: acc=10.25% acc_corr=10.68% avg#q_ae=33.01 med#q=22.0, avg_margin=-0.86, buff=19194, (n_ex=9597, eps=765.000, 745.87s)
155: acc=10.11% acc_corr=10.53% avg#q_ae=33.21 med#q=22.0, avg_margin=-0.87, buff=19194, (n_ex=9597, eps=765.000, 747.22s)
156: acc=10.04% acc_corr=10.46% avg#q_ae=33.31 med#q=22.0, avg_margin=-0.88, buff=19194, (n_ex=9597, eps=765.000, 748.55s)
157: acc=9.98% acc_corr=10.40% avg#q_ae=33.40 med#q=22.0, avg_margin=-0.88, buff=19194, (n_ex=9597, eps=765.000, 749.87s)
158: acc=9.86% acc_corr=10.27% avg#q_ae=33.57 med#q=22.0, avg_margin=-0.89, buff=19194, (n_ex=9597, eps=765.000, 751.18s)
159: acc=9.83% acc_corr=10.24% avg#q_ae=33.62 med#q=22.0, avg_margin=-0.89, buff=19194, (n_ex=9597, eps=765.000, 752.46s)
160: acc=9.63% acc_corr=10.03% avg#q_ae=33.92 med#q=22.0, avg_margin=-0.90, buff=19194, (n_ex=9597, eps=765.000, 753.59s)
161: acc=9.58% acc_corr=9.98% avg#q_ae=33.99 med#q=22.0, avg_margin=-0.90, buff=19194, (n_ex=9597, eps=765.000, 754.73s)
162: acc=9.51% acc_corr=9.91% avg#q_ae=34.10 med#q=22.0, avg_margin=-0.91, buff=19194, (n_ex=9597, eps=765.000, 755.48s)
163: acc=9.46% acc_corr=9.86% avg#q_ae=34.17 med#q=22.0, avg_margin=-0.91, buff=19194, (n_ex=9597, eps=765.000, 756.15s)
164: acc=9.43% acc_corr=9.83% avg#q_ae=34.22 med#q=22.0, avg_margin=-0.91, buff=19194, (n_ex=9597, eps=765.000, 757.18s)
165: acc=9.34% acc_corr=9.73% avg#q_ae=34.36 med#q=22.0, avg_margin=-0.92, buff=19194, (n_ex=9597, eps=765.000, 758.38s)
166: acc=9.24% acc_corr=9.63% avg#q_ae=34.51 med#q=22.0, avg_margin=-0.92, buff=19194, (n_ex=9597, eps=765.000, 759.53s)
167: acc=9.15% acc_corr=9.53% avg#q_ae=34.65 med#q=22.0, avg_margin=-0.93, buff=19194, (n_ex=9597, eps=765.000, 760.60s)
168: acc=9.04% acc_corr=9.42% avg#q_ae=34.82 med#q=22.0, avg_margin=-0.93, buff=19194, (n_ex=9597, eps=765.000, 761.68s)
169: acc=8.91% acc_corr=9.28% avg#q_ae=35.02 med#q=22.0, avg_margin=-0.94, buff=19194, (n_ex=9597, eps=765.000, 762.76s)
170: acc=8.86% acc_corr=9.23% avg#q_ae=35.10 med#q=22.0, avg_margin=-0.94, buff=19194, (n_ex=9597, eps=765.000, 763.80s)
171: acc=8.75% acc_corr=9.12% avg#q_ae=35.28 med#q=22.0, avg_margin=-0.94, buff=19194, (n_ex=9597, eps=765.000, 764.85s)
172: acc=8.65% acc_corr=9.01% avg#q_ae=35.44 med#q=22.0, avg_margin=-0.95, buff=19194, (n_ex=9597, eps=765.000, 765.94s)
173: acc=8.62% acc_corr=8.98% avg#q_ae=35.48 med#q=22.0, avg_margin=-0.95, buff=19194, (n_ex=9597, eps=765.000, 766.96s)
