

All hps: 2021-03-09 23:29:41 model=wrn-28-10-drop dataset=cifar10 attack=square_l2 n_ex=10000 eps=1275.0 p=0.05 n_iter=10000
Clean accuracy: 95.97%
Initial square side=6 for bumps
2021-03-09_23-30-02_EXACT_IFTY0_wrn-28-10-drop_HRZ0_RND1__Eps1275
1: acc=52.73% acc_corr=54.94% avg#q_ae=2.10 med#q=2.0, avg_margin=1.32, buff=19194, (n_ex=9597, eps=1275.000, 4.83s)
20: acc=18.26% acc_corr=19.03% avg#q_ae=5.79 med#q=4.0, avg_margin=-1.58, buff=19194, (n_ex=9597, eps=1275.000, 49.72s)
21: acc=17.69% acc_corr=18.43% avg#q_ae=5.92 med#q=4.0, avg_margin=-1.62, buff=19194, (n_ex=9597, eps=1275.000, 51.06s)
22: acc=17.03% acc_corr=17.75% avg#q_ae=6.07 med#q=4.0, avg_margin=-1.66, buff=19194, (n_ex=9597, eps=1275.000, 52.35s)
23: acc=16.56% acc_corr=17.26% avg#q_ae=6.18 med#q=4.0, avg_margin=-1.70, buff=19194, (n_ex=9597, eps=1275.000, 53.59s)
24: acc=15.79% acc_corr=16.45% avg#q_ae=6.37 med#q=4.0, avg_margin=-1.75, buff=19194, (n_ex=9597, eps=1275.000, 54.80s)
25: acc=15.24% acc_corr=15.88% avg#q_ae=6.51 med#q=4.0, avg_margin=-1.78, buff=19194, (n_ex=9597, eps=1275.000, 55.93s)
26: acc=14.30% acc_corr=14.90% avg#q_ae=6.76 med#q=4.0, avg_margin=-1.83, buff=19194, (n_ex=9597, eps=1275.000, 57.07s)
27: acc=13.75% acc_corr=14.33% avg#q_ae=6.91 med#q=4.0, avg_margin=-1.86, buff=19194, (n_ex=9597, eps=1275.000, 58.13s)
28: acc=13.32% acc_corr=13.88% avg#q_ae=7.03 med#q=4.0, avg_margin=-1.89, buff=19194, (n_ex=9597, eps=1275.000, 59.12s)
29: acc=13.10% acc_corr=13.65% avg#q_ae=7.09 med#q=4.0, avg_margin=-1.90, buff=19194, (n_ex=9597, eps=1275.000, 60.06s)
30: acc=12.79% acc_corr=13.33% avg#q_ae=7.19 med#q=4.0, avg_margin=-1.93, buff=19194, (n_ex=9597, eps=1275.000, 60.99s)
31: acc=12.30% acc_corr=12.82% avg#q_ae=7.34 med#q=4.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1275.000, 61.88s)
32: acc=11.87% acc_corr=12.37% avg#q_ae=7.47 med#q=4.0, avg_margin=-1.97, buff=19194, (n_ex=9597, eps=1275.000, 62.74s)
33: acc=11.53% acc_corr=12.01% avg#q_ae=7.58 med#q=4.0, avg_margin=-1.99, buff=19194, (n_ex=9597, eps=1275.000, 63.57s)
34: acc=11.27% acc_corr=11.74% avg#q_ae=7.67 med#q=4.0, avg_margin=-2.00, buff=19194, (n_ex=9597, eps=1275.000, 64.39s)
35: acc=10.82% acc_corr=11.27% avg#q_ae=7.83 med#q=4.0, avg_margin=-2.03, buff=19194, (n_ex=9597, eps=1275.000, 65.17s)
36: acc=10.37% acc_corr=10.81% avg#q_ae=7.98 med#q=4.0, avg_margin=-2.05, buff=19194, (n_ex=9597, eps=1275.000, 65.93s)
37: acc=10.08% acc_corr=10.50% avg#q_ae=8.09 med#q=4.0, avg_margin=-2.07, buff=19194, (n_ex=9597, eps=1275.000, 66.66s)
38: acc=9.73% acc_corr=10.14% avg#q_ae=8.22 med#q=4.0, avg_margin=-2.09, buff=19194, (n_ex=9597, eps=1275.000, 67.36s)
39: acc=9.58% acc_corr=9.98% avg#q_ae=8.28 med#q=4.0, avg_margin=-2.10, buff=19194, (n_ex=9597, eps=1275.000, 68.03s)
40: acc=9.26% acc_corr=9.65% avg#q_ae=8.40 med#q=4.0, avg_margin=-2.12, buff=19194, (n_ex=9597, eps=1275.000, 68.71s)
41: acc=9.14% acc_corr=9.52% avg#q_ae=8.45 med#q=4.0, avg_margin=-2.13, buff=19194, (n_ex=9597, eps=1275.000, 69.35s)
42: acc=8.78% acc_corr=9.15% avg#q_ae=8.59 med#q=4.0, avg_margin=-2.15, buff=19194, (n_ex=9597, eps=1275.000, 70.00s)
43: acc=8.50% acc_corr=8.86% avg#q_ae=8.71 med#q=4.0, avg_margin=-2.16, buff=19194, (n_ex=9597, eps=1275.000, 70.61s)
44: acc=8.25% acc_corr=8.60% avg#q_ae=8.82 med#q=4.0, avg_margin=-2.18, buff=19194, (n_ex=9597, eps=1275.000, 71.20s)
45: acc=8.03% acc_corr=8.37% avg#q_ae=8.91 med#q=4.0, avg_margin=-2.19, buff=19194, (n_ex=9597, eps=1275.000, 71.77s)
46: acc=7.77% acc_corr=8.10% avg#q_ae=9.03 med#q=4.0, avg_margin=-2.20, buff=19194, (n_ex=9597, eps=1275.000, 72.33s)
47: acc=7.62% acc_corr=7.94% avg#q_ae=9.10 med#q=4.0, avg_margin=-2.21, buff=19194, (n_ex=9597, eps=1275.000, 72.86s)
48: acc=7.41% acc_corr=7.72% avg#q_ae=9.19 med#q=4.0, avg_margin=-2.22, buff=19194, (n_ex=9597, eps=1275.000, 73.38s)
49: acc=7.18% acc_corr=7.48% avg#q_ae=9.30 med#q=4.0, avg_margin=-2.24, buff=19194, (n_ex=9597, eps=1275.000, 73.91s)
50: acc=7.06% acc_corr=7.36% avg#q_ae=9.36 med#q=4.0, avg_margin=-2.24, buff=19194, (n_ex=9597, eps=1275.000, 74.40s)
51: acc=6.92% acc_corr=7.21% avg#q_ae=9.43 med#q=4.0, avg_margin=-2.25, buff=19194, (n_ex=9597, eps=1275.000, 74.89s)
52: acc=6.67% acc_corr=6.95% avg#q_ae=9.55 med#q=4.0, avg_margin=-2.27, buff=19194, (n_ex=9597, eps=1275.000, 75.36s)
53: acc=6.46% acc_corr=6.73% avg#q_ae=9.66 med#q=4.0, avg_margin=-2.27, buff=19194, (n_ex=9597, eps=1275.000, 75.82s)
54: acc=6.37% acc_corr=6.64% avg#q_ae=9.71 med#q=4.0, avg_margin=-2.28, buff=19194, (n_ex=9597, eps=1275.000, 76.26s)
55: acc=6.19% acc_corr=6.45% avg#q_ae=9.80 med#q=4.0, avg_margin=-2.29, buff=19194, (n_ex=9597, eps=1275.000, 76.71s)
56: acc=6.00% acc_corr=6.25% avg#q_ae=9.90 med#q=4.0, avg_margin=-2.30, buff=19194, (n_ex=9597, eps=1275.000, 77.14s)
57: acc=5.89% acc_corr=6.14% avg#q_ae=9.96 med#q=4.0, avg_margin=-2.31, buff=19194, (n_ex=9597, eps=1275.000, 77.56s)
58: acc=5.77% acc_corr=6.01% avg#q_ae=10.03 med#q=4.0, avg_margin=-2.31, buff=19194, (n_ex=9597, eps=1275.000, 77.96s)
59: acc=5.60% acc_corr=5.84% avg#q_ae=10.12 med#q=4.0, avg_margin=-2.33, buff=19194, (n_ex=9597, eps=1275.000, 78.35s)
60: acc=5.40% acc_corr=5.63% avg#q_ae=10.24 med#q=4.0, avg_margin=-2.34, buff=19194, (n_ex=9597, eps=1275.000, 78.73s)
61: acc=5.33% acc_corr=5.55% avg#q_ae=10.28 med#q=4.0, avg_margin=-2.34, buff=19194, (n_ex=9597, eps=1275.000, 79.11s)
62: acc=5.22% acc_corr=5.44% avg#q_ae=10.35 med#q=4.0, avg_margin=-2.35, buff=19194, (n_ex=9597, eps=1275.000, 79.49s)
63: acc=5.15% acc_corr=5.37% avg#q_ae=10.39 med#q=4.0, avg_margin=-2.35, buff=19194, (n_ex=9597, eps=1275.000, 79.85s)
64: acc=4.99% acc_corr=5.20% avg#q_ae=10.49 med#q=4.0, avg_margin=-2.36, buff=19194, (n_ex=9597, eps=1275.000, 80.21s)
65: acc=4.89% acc_corr=5.10% avg#q_ae=10.55 med#q=4.0, avg_margin=-2.36, buff=19194, (n_ex=9597, eps=1275.000, 80.55s)
66: acc=4.83% acc_corr=5.03% avg#q_ae=10.59 med#q=4.0, avg_margin=-2.37, buff=19194, (n_ex=9597, eps=1275.000, 80.88s)
67: acc=4.62% acc_corr=4.81% avg#q_ae=10.72 med#q=4.0, avg_margin=-2.38, buff=19194, (n_ex=9597, eps=1275.000, 81.22s)
68: acc=4.50% acc_corr=4.69% avg#q_ae=10.80 med#q=4.0, avg_margin=-2.38, buff=19194, (n_ex=9597, eps=1275.000, 81.54s)
69: acc=4.39% acc_corr=4.57% avg#q_ae=10.87 med#q=4.0, avg_margin=-2.39, buff=19194, (n_ex=9597, eps=1275.000, 81.85s)
70: acc=4.29% acc_corr=4.47% avg#q_ae=10.94 med#q=4.0, avg_margin=-2.39, buff=19194, (n_ex=9597, eps=1275.000, 82.16s)
71: acc=4.24% acc_corr=4.42% avg#q_ae=10.97 med#q=4.0, avg_margin=-2.39, buff=19194, (n_ex=9597, eps=1275.000, 82.45s)
72: acc=4.19% acc_corr=4.37% avg#q_ae=11.00 med#q=4.0, avg_margin=-2.40, buff=19194, (n_ex=9597, eps=1275.000, 82.74s)
73: acc=4.18% acc_corr=4.36% avg#q_ae=11.01 med#q=4.0, avg_margin=-2.40, buff=19194, (n_ex=9597, eps=1275.000, 83.03s)
74: acc=3.96% acc_corr=4.13% avg#q_ae=11.17 med#q=4.0, avg_margin=-2.41, buff=19194, (n_ex=9597, eps=1275.000, 83.33s)
75: acc=3.88% acc_corr=4.04% avg#q_ae=11.22 med#q=4.0, avg_margin=-2.41, buff=19194, (n_ex=9597, eps=1275.000, 83.59s)
76: acc=3.84% acc_corr=4.00% avg#q_ae=11.25 med#q=4.0, avg_margin=-2.41, buff=19194, (n_ex=9597, eps=1275.000, 83.85s)
77: acc=3.82% acc_corr=3.98% avg#q_ae=11.27 med#q=4.0, avg_margin=-2.42, buff=19194, (n_ex=9597, eps=1275.000, 84.12s)
78: acc=3.76% acc_corr=3.92% avg#q_ae=11.31 med#q=4.0, avg_margin=-2.42, buff=19194, (n_ex=9597, eps=1275.000, 84.39s)
79: acc=3.72% acc_corr=3.88% avg#q_ae=11.34 med#q=4.0, avg_margin=-2.42, buff=19194, (n_ex=9597, eps=1275.000, 84.64s)
80: acc=3.64% acc_corr=3.79% avg#q_ae=11.40 med#q=4.0, avg_margin=-2.43, buff=19194, (n_ex=9597, eps=1275.000, 84.90s)
81: acc=3.61% acc_corr=3.76% avg#q_ae=11.43 med#q=4.0, avg_margin=-2.43, buff=19194, (n_ex=9597, eps=1275.000, 85.14s)
82: acc=3.52% acc_corr=3.67% avg#q_ae=11.50 med#q=4.0, avg_margin=-2.43, buff=19194, (n_ex=9597, eps=1275.000, 85.38s)
83: acc=3.40% acc_corr=3.54% avg#q_ae=11.59 med#q=4.0, avg_margin=-2.44, buff=19194, (n_ex=9597, eps=1275.000, 85.62s)
84: acc=3.37% acc_corr=3.51% avg#q_ae=11.62 med#q=4.0, avg_margin=-2.44, buff=19194, (n_ex=9597, eps=1275.000, 85.86s)
85: acc=3.32% acc_corr=3.46% avg#q_ae=11.66 med#q=4.0, avg_margin=-2.44, buff=19194, (n_ex=9597, eps=1275.000, 86.10s)
86: acc=3.28% acc_corr=3.42% avg#q_ae=11.69 med#q=4.0, avg_margin=-2.44, buff=19194, (n_ex=9597, eps=1275.000, 86.33s)
87: acc=3.17% acc_corr=3.30% avg#q_ae=11.78 med#q=4.0, avg_margin=-2.45, buff=19194, (n_ex=9597, eps=1275.000, 86.56s)
88: acc=3.16% acc_corr=3.29% avg#q_ae=11.79 med#q=4.0, avg_margin=-2.45, buff=19194, (n_ex=9597, eps=1275.000, 86.77s)
89: acc=3.10% acc_corr=3.23% avg#q_ae=11.84 med#q=4.0, avg_margin=-2.45, buff=19194, (n_ex=9597, eps=1275.000, 86.99s)
90: acc=3.07% acc_corr=3.20% avg#q_ae=11.87 med#q=4.0, avg_margin=-2.46, buff=19194, (n_ex=9597, eps=1275.000, 87.20s)
91: acc=3.03% acc_corr=3.16% avg#q_ae=11.90 med#q=4.0, avg_margin=-2.46, buff=19194, (n_ex=9597, eps=1275.000, 87.42s)
92: acc=2.97% acc_corr=3.09% avg#q_ae=11.96 med#q=4.0, avg_margin=-2.46, buff=19194, (n_ex=9597, eps=1275.000, 87.63s)
93: acc=2.89% acc_corr=3.01% avg#q_ae=12.03 med#q=4.0, avg_margin=-2.46, buff=19194, (n_ex=9597, eps=1275.000, 87.83s)
94: acc=2.85% acc_corr=2.97% avg#q_ae=12.06 med#q=4.0, avg_margin=-2.47, buff=19194, (n_ex=9597, eps=1275.000, 88.02s)
95: acc=2.84% acc_corr=2.96% avg#q_ae=12.07 med#q=4.0, avg_margin=-2.47, buff=19194, (n_ex=9597, eps=1275.000, 88.21s)
96: acc=2.66% acc_corr=2.77% avg#q_ae=12.24 med#q=4.0, avg_margin=-2.48, buff=19194, (n_ex=9597, eps=1275.000, 88.41s)
97: acc=2.63% acc_corr=2.74% avg#q_ae=12.27 med#q=4.0, avg_margin=-2.48, buff=19194, (n_ex=9597, eps=1275.000, 88.59s)
98: acc=2.56% acc_corr=2.67% avg#q_ae=12.33 med#q=4.0, avg_margin=-2.48, buff=19194, (n_ex=9597, eps=1275.000, 88.77s)
99: acc=2.53% acc_corr=2.64% avg#q_ae=12.36 med#q=4.0, avg_margin=-2.48, buff=19194, (n_ex=9597, eps=1275.000, 88.94s)
100: acc=2.52% acc_corr=2.63% avg#q_ae=12.37 med#q=4.0, avg_margin=-2.48, buff=19194, (n_ex=9597, eps=1275.000, 89.11s)
101: acc=2.46% acc_corr=2.56% avg#q_ae=12.43 med#q=4.0, avg_margin=-2.49, buff=19194, (n_ex=9597, eps=1275.000, 89.28s)
102: acc=2.43% acc_corr=2.53% avg#q_ae=12.46 med#q=4.0, avg_margin=-2.49, buff=19194, (n_ex=9597, eps=1275.000, 89.45s)
103: acc=2.41% acc_corr=2.51% avg#q_ae=12.48 med#q=4.0, avg_margin=-2.49, buff=19194, (n_ex=9597, eps=1275.000, 89.62s)
104: acc=2.40% acc_corr=2.50% avg#q_ae=12.49 med#q=4.0, avg_margin=-2.49, buff=19194, (n_ex=9597, eps=1275.000, 89.79s)
105: acc=2.39% acc_corr=2.49% avg#q_ae=12.50 med#q=4.0, avg_margin=-2.49, buff=19194, (n_ex=9597, eps=1275.000, 89.96s)
106: acc=2.34% acc_corr=2.44% avg#q_ae=12.55 med#q=4.0, avg_margin=-2.49, buff=19194, (n_ex=9597, eps=1275.000, 90.13s)
107: acc=2.33% acc_corr=2.43% avg#q_ae=12.56 med#q=4.0, avg_margin=-2.49, buff=19194, (n_ex=9597, eps=1275.000, 90.30s)
108: acc=2.31% acc_corr=2.41% avg#q_ae=12.58 med#q=4.0, avg_margin=-2.50, buff=19194, (n_ex=9597, eps=1275.000, 90.46s)
109: acc=2.30% acc_corr=2.40% avg#q_ae=12.59 med#q=4.0, avg_margin=-2.50, buff=19194, (n_ex=9597, eps=1275.000, 90.62s)
110: acc=2.29% acc_corr=2.39% avg#q_ae=12.60 med#q=4.0, avg_margin=-2.50, buff=19194, (n_ex=9597, eps=1275.000, 90.78s)
111: acc=2.26% acc_corr=2.35% avg#q_ae=12.63 med#q=4.0, avg_margin=-2.50, buff=19194, (n_ex=9597, eps=1275.000, 90.94s)
112: acc=2.26% acc_corr=2.35% avg#q_ae=12.63 med#q=4.0, avg_margin=-2.50, buff=19194, (n_ex=9597, eps=1275.000, 91.10s)
113: acc=2.26% acc_corr=2.35% avg#q_ae=12.63 med#q=4.0, avg_margin=-2.50, buff=19194, (n_ex=9597, eps=1275.000, 91.25s)
114: acc=2.24% acc_corr=2.33% avg#q_ae=12.65 med#q=4.0, avg_margin=-2.50, buff=19194, (n_ex=9597, eps=1275.000, 91.41s)
115: acc=2.22% acc_corr=2.31% avg#q_ae=12.68 med#q=4.0, avg_margin=-2.50, buff=19194, (n_ex=9597, eps=1275.000, 91.57s)
116: acc=2.17% acc_corr=2.26% avg#q_ae=12.73 med#q=4.0, avg_margin=-2.50, buff=19194, (n_ex=9597, eps=1275.000, 91.72s)
117: acc=2.14% acc_corr=2.23% avg#q_ae=12.77 med#q=4.0, avg_margin=-2.51, buff=19194, (n_ex=9597, eps=1275.000, 91.87s)
118: acc=2.10% acc_corr=2.19% avg#q_ae=12.81 med#q=4.0, avg_margin=-2.51, buff=19194, (n_ex=9597, eps=1275.000, 92.02s)
119: acc=2.03% acc_corr=2.12% avg#q_ae=12.89 med#q=4.0, avg_margin=-2.51, buff=19194, (n_ex=9597, eps=1275.000, 92.17s)
120: acc=1.99% acc_corr=2.07% avg#q_ae=12.94 med#q=4.0, avg_margin=-2.51, buff=19194, (n_ex=9597, eps=1275.000, 92.31s)
121: acc=1.95% acc_corr=2.03% avg#q_ae=12.99 med#q=4.0, avg_margin=-2.51, buff=19194, (n_ex=9597, eps=1275.000, 92.44s)
122: acc=1.94% acc_corr=2.02% avg#q_ae=13.00 med#q=4.0, avg_margin=-2.51, buff=19194, (n_ex=9597, eps=1275.000, 92.57s)
123: acc=1.89% acc_corr=1.97% avg#q_ae=13.06 med#q=4.0, avg_margin=-2.52, buff=19194, (n_ex=9597, eps=1275.000, 92.70s)
124: acc=1.86% acc_corr=1.94% avg#q_ae=13.09 med#q=4.0, avg_margin=-2.52, buff=19194, (n_ex=9597, eps=1275.000, 92.82s)
125: acc=1.86% acc_corr=1.94% avg#q_ae=13.09 med#q=4.0, avg_margin=-2.52, buff=19194, (n_ex=9597, eps=1275.000, 92.94s)
126: acc=1.86% acc_corr=1.94% avg#q_ae=13.09 med#q=4.0, avg_margin=-2.52, buff=19194, (n_ex=9597, eps=1275.000, 93.07s)
127: acc=1.84% acc_corr=1.92% avg#q_ae=13.12 med#q=4.0, avg_margin=-2.52, buff=19194, (n_ex=9597, eps=1275.000, 93.20s)
128: acc=1.80% acc_corr=1.88% avg#q_ae=13.17 med#q=4.0, avg_margin=-2.52, buff=19194, (n_ex=9597, eps=1275.000, 93.32s)
129: acc=1.78% acc_corr=1.85% avg#q_ae=13.19 med#q=4.0, avg_margin=-2.52, buff=19194, (n_ex=9597, eps=1275.000, 93.44s)
130: acc=1.74% acc_corr=1.81% avg#q_ae=13.24 med#q=4.0, avg_margin=-2.53, buff=19194, (n_ex=9597, eps=1275.000, 93.55s)
131: acc=1.72% acc_corr=1.79% avg#q_ae=13.27 med#q=4.0, avg_margin=-2.53, buff=19194, (n_ex=9597, eps=1275.000, 93.67s)
132: acc=1.72% acc_corr=1.79% avg#q_ae=13.27 med#q=4.0, avg_margin=-2.53, buff=19194, (n_ex=9597, eps=1275.000, 93.78s)
133: acc=1.67% acc_corr=1.74% avg#q_ae=13.33 med#q=4.0, avg_margin=-2.53, buff=19194, (n_ex=9597, eps=1275.000, 93.90s)
134: acc=1.65% acc_corr=1.72% avg#q_ae=13.36 med#q=4.0, avg_margin=-2.53, buff=19194, (n_ex=9597, eps=1275.000, 94.01s)
135: acc=1.65% acc_corr=1.72% avg#q_ae=13.36 med#q=4.0, avg_margin=-2.53, buff=19194, (n_ex=9597, eps=1275.000, 94.12s)
136: acc=1.64% acc_corr=1.71% avg#q_ae=13.37 med#q=4.0, avg_margin=-2.53, buff=19194, (n_ex=9597, eps=1275.000, 94.24s)
137: acc=1.62% acc_corr=1.69% avg#q_ae=13.40 med#q=4.0, avg_margin=-2.53, buff=19194, (n_ex=9597, eps=1275.000, 94.34s)
138: acc=1.60% acc_corr=1.67% avg#q_ae=13.43 med#q=4.0, avg_margin=-2.53, buff=19194, (n_ex=9597, eps=1275.000, 94.45s)
139: acc=1.59% acc_corr=1.66% avg#q_ae=13.44 med#q=4.0, avg_margin=-2.53, buff=19194, (n_ex=9597, eps=1275.000, 94.56s)
140: acc=1.59% acc_corr=1.66% avg#q_ae=13.44 med#q=4.0, avg_margin=-2.53, buff=19194, (n_ex=9597, eps=1275.000, 94.66s)
141: acc=1.55% acc_corr=1.62% avg#q_ae=13.49 med#q=4.0, avg_margin=-2.54, buff=19194, (n_ex=9597, eps=1275.000, 94.77s)
142: acc=1.52% acc_corr=1.58% avg#q_ae=13.54 med#q=4.0, avg_margin=-2.54, buff=19194, (n_ex=9597, eps=1275.000, 94.87s)
143: acc=1.51% acc_corr=1.57% avg#q_ae=13.55 med#q=4.0, avg_margin=-2.54, buff=19194, (n_ex=9597, eps=1275.000, 94.98s)
144: acc=1.48% acc_corr=1.54% avg#q_ae=13.59 med#q=4.0, avg_margin=-2.54, buff=19194, (n_ex=9597, eps=1275.000, 95.08s)
145: acc=1.44% acc_corr=1.50% avg#q_ae=13.65 med#q=4.0, avg_margin=-2.54, buff=19194, (n_ex=9597, eps=1275.000, 95.19s)
146: acc=1.43% acc_corr=1.49% avg#q_ae=13.66 med#q=4.0, avg_margin=-2.54, buff=19194, (n_ex=9597, eps=1275.000, 95.29s)
147: acc=1.39% acc_corr=1.45% avg#q_ae=13.72 med#q=4.0, avg_margin=-2.54, buff=19194, (n_ex=9597, eps=1275.000, 95.40s)
148: acc=1.38% acc_corr=1.44% avg#q_ae=13.73 med#q=4.0, avg_margin=-2.54, buff=19194, (n_ex=9597, eps=1275.000, 95.50s)
149: acc=1.36% acc_corr=1.42% avg#q_ae=13.76 med#q=4.0, avg_margin=-2.54, buff=19194, (n_ex=9597, eps=1275.000, 95.60s)
150: acc=1.32% acc_corr=1.38% avg#q_ae=13.82 med#q=4.0, avg_margin=-2.55, buff=19194, (n_ex=9597, eps=1275.000, 95.70s)
151: acc=1.32% acc_corr=1.38% avg#q_ae=13.82 med#q=4.0, avg_margin=-2.55, buff=19194, (n_ex=9597, eps=1275.000, 95.80s)
152: acc=1.30% acc_corr=1.35% avg#q_ae=13.85 med#q=4.0, avg_margin=-2.55, buff=19194, (n_ex=9597, eps=1275.000, 95.89s)
153: acc=1.27% acc_corr=1.32% avg#q_ae=13.90 med#q=4.0, avg_margin=-2.55, buff=19194, (n_ex=9597, eps=1275.000, 95.98s)
154: acc=1.25% acc_corr=1.30% avg#q_ae=13.93 med#q=4.0, avg_margin=-2.55, buff=19194, (n_ex=9597, eps=1275.000, 96.07s)
155: acc=1.24% acc_corr=1.29% avg#q_ae=13.94 med#q=4.0, avg_margin=-2.55, buff=19194, (n_ex=9597, eps=1275.000, 96.16s)
156: acc=1.22% acc_corr=1.27% avg#q_ae=13.97 med#q=4.0, avg_margin=-2.55, buff=19194, (n_ex=9597, eps=1275.000, 96.25s)
157: acc=1.22% acc_corr=1.27% avg#q_ae=13.97 med#q=4.0, avg_margin=-2.55, buff=19194, (n_ex=9597, eps=1275.000, 96.34s)
158: acc=1.19% acc_corr=1.24% avg#q_ae=14.02 med#q=4.0, avg_margin=-2.55, buff=19194, (n_ex=9597, eps=1275.000, 96.43s)
159: acc=1.18% acc_corr=1.23% avg#q_ae=14.03 med#q=4.0, avg_margin=-2.55, buff=19194, (n_ex=9597, eps=1275.000, 96.51s)
160: acc=1.16% acc_corr=1.21% avg#q_ae=14.06 med#q=4.0, avg_margin=-2.56, buff=19194, (n_ex=9597, eps=1275.000, 96.60s)
161: acc=1.13% acc_corr=1.18% avg#q_ae=14.11 med#q=4.0, avg_margin=-2.56, buff=19194, (n_ex=9597, eps=1275.000, 96.68s)
162: acc=1.10% acc_corr=1.15% avg#q_ae=14.16 med#q=4.0, avg_margin=-2.56, buff=19194, (n_ex=9597, eps=1275.000, 96.76s)
163: acc=1.10% acc_corr=1.15% avg#q_ae=14.16 med#q=4.0, avg_margin=-2.56, buff=19194, (n_ex=9597, eps=1275.000, 96.84s)
164: acc=1.10% acc_corr=1.15% avg#q_ae=14.16 med#q=4.0, avg_margin=-2.56, buff=19194, (n_ex=9597, eps=1275.000, 96.92s)
165: acc=1.09% acc_corr=1.14% avg#q_ae=14.18 med#q=4.0, avg_margin=-2.56, buff=19194, (n_ex=9597, eps=1275.000, 97.00s)
166: acc=1.09% acc_corr=1.14% avg#q_ae=14.18 med#q=4.0, avg_margin=-2.56, buff=19194, (n_ex=9597, eps=1275.000, 97.07s)
167: acc=1.07% acc_corr=1.11% avg#q_ae=14.21 med#q=4.0, avg_margin=-2.56, buff=19194, (n_ex=9597, eps=1275.000, 97.15s)
168: acc=1.05% acc_corr=1.09% avg#q_ae=14.24 med#q=4.0, avg_margin=-2.56, buff=19194, (n_ex=9597, eps=1275.000, 97.23s)
169: acc=1.05% acc_corr=1.09% avg#q_ae=14.24 med#q=4.0, avg_margin=-2.56, buff=19194, (n_ex=9597, eps=1275.000, 97.31s)
170: acc=1.05% acc_corr=1.09% avg#q_ae=14.24 med#q=4.0, avg_margin=-2.56, buff=19194, (n_ex=9597, eps=1275.000, 97.38s)
