2021-03-26_19-47-12_EXACT_IFTY0_wrn-28-10-drop_HRZ0_RND1_NAS0_Eps2
1: acc=88.08% acc_corr=91.78% avg#q_ae=2.19 med#q=2.0, avg_margin=7.23, buff=19194, (n_ex=9597, eps=2.000, 7.38s)
38: acc=56.92% acc_corr=59.31% avg#q_ae=15.44 med#q=39.0, avg_margin=3.13, buff=19194, (n_ex=9597, eps=2.000, 220.49s)
39: acc=56.42% acc_corr=58.79% avg#q_ae=15.76 med#q=40.0, avg_margin=3.08, buff=19194, (n_ex=9597, eps=2.000, 225.12s)
40: acc=56.10% acc_corr=58.46% avg#q_ae=15.97 med#q=41.0, avg_margin=3.05, buff=19194, (n_ex=9597, eps=2.000, 229.72s)
41: acc=55.23% acc_corr=57.55% avg#q_ae=16.55 med#q=42.0, avg_margin=2.97, buff=19194, (n_ex=9597, eps=2.000, 234.40s)
42: acc=54.52% acc_corr=56.81% avg#q_ae=17.02 med#q=43.0, avg_margin=2.90, buff=19194, (n_ex=9597, eps=2.000, 239.03s)
43: acc=53.71% acc_corr=55.97% avg#q_ae=17.56 med#q=44.0, avg_margin=2.83, buff=19194, (n_ex=9597, eps=2.000, 243.57s)
44: acc=53.42% acc_corr=55.66% avg#q_ae=17.75 med#q=45.0, avg_margin=2.81, buff=19194, (n_ex=9597, eps=2.000, 247.89s)
45: acc=52.77% acc_corr=54.99% avg#q_ae=18.19 med#q=46.0, avg_margin=2.74, buff=19194, (n_ex=9597, eps=2.000, 252.32s)
46: acc=52.03% acc_corr=54.21% avg#q_ae=18.69 med#q=47.0, avg_margin=2.67, buff=19194, (n_ex=9597, eps=2.000, 256.63s)
47: acc=51.21% acc_corr=53.36% avg#q_ae=19.25 med#q=48.0, avg_margin=2.60, buff=19194, (n_ex=9597, eps=2.000, 260.98s)
48: acc=50.54% acc_corr=52.66% avg#q_ae=19.70 med#q=49.0, avg_margin=2.54, buff=19194, (n_ex=9597, eps=2.000, 265.20s)
49: acc=50.16% acc_corr=52.27% avg#q_ae=19.96 med#q=50.0, avg_margin=2.51, buff=19194, (n_ex=9597, eps=2.000, 269.31s)
50: acc=49.69% acc_corr=51.78% avg#q_ae=20.29 med#q=51.0, avg_margin=2.46, buff=19194, (n_ex=9597, eps=2.000, 273.38s)
51: acc=48.84% acc_corr=50.89% avg#q_ae=20.88 med#q=52.0, avg_margin=2.39, buff=19194, (n_ex=9597, eps=2.000, 277.57s)
52: acc=47.90% acc_corr=49.91% avg#q_ae=21.52 med#q=53.0, avg_margin=2.31, buff=19194, (n_ex=9597, eps=2.000, 281.64s)
53: acc=47.41% acc_corr=49.40% avg#q_ae=21.86 med#q=53.0, avg_margin=2.27, buff=19194, (n_ex=9597, eps=2.000, 285.58s)
54: acc=47.06% acc_corr=49.04% avg#q_ae=22.11 med#q=53.0, avg_margin=2.24, buff=19194, (n_ex=9597, eps=2.000, 289.44s)
55: acc=46.64% acc_corr=48.60% avg#q_ae=22.40 med#q=53.0, avg_margin=2.20, buff=19194, (n_ex=9597, eps=2.000, 293.22s)
56: acc=46.04% acc_corr=47.97% avg#q_ae=22.83 med#q=53.0, avg_margin=2.15, buff=19194, (n_ex=9597, eps=2.000, 297.07s)
57: acc=45.60% acc_corr=47.51% avg#q_ae=23.15 med#q=53.0, avg_margin=2.11, buff=19194, (n_ex=9597, eps=2.000, 300.82s)
58: acc=45.33% acc_corr=47.23% avg#q_ae=23.34 med#q=53.0, avg_margin=2.09, buff=19194, (n_ex=9597, eps=2.000, 304.49s)
59: acc=45.03% acc_corr=46.92% avg#q_ae=23.56 med#q=53.0, avg_margin=2.06, buff=19194, (n_ex=9597, eps=2.000, 308.12s)
60: acc=44.67% acc_corr=46.55% avg#q_ae=23.83 med#q=53.0, avg_margin=2.03, buff=19194, (n_ex=9597, eps=2.000, 311.76s)
61: acc=44.31% acc_corr=46.17% avg#q_ae=24.11 med#q=53.0, avg_margin=2.00, buff=19194, (n_ex=9597, eps=2.000, 315.43s)
62: acc=43.73% acc_corr=45.57% avg#q_ae=24.55 med#q=53.0, avg_margin=1.96, buff=19194, (n_ex=9597, eps=2.000, 319.06s)
63: acc=43.36% acc_corr=45.18% avg#q_ae=24.83 med#q=53.0, avg_margin=1.93, buff=19194, (n_ex=9597, eps=2.000, 322.62s)
64: acc=43.15% acc_corr=44.96% avg#q_ae=25.00 med#q=53.0, avg_margin=1.91, buff=19194, (n_ex=9597, eps=2.000, 326.09s)
65: acc=42.90% acc_corr=44.70% avg#q_ae=25.20 med#q=53.0, avg_margin=1.90, buff=19194, (n_ex=9597, eps=2.000, 329.55s)
66: acc=42.76% acc_corr=44.56% avg#q_ae=25.31 med#q=53.0, avg_margin=1.89, buff=19194, (n_ex=9597, eps=2.000, 333.00s)
67: acc=42.55% acc_corr=44.34% avg#q_ae=25.48 med#q=53.0, avg_margin=1.87, buff=19194, (n_ex=9597, eps=2.000, 336.48s)
68: acc=42.10% acc_corr=43.87% avg#q_ae=25.85 med#q=53.0, avg_margin=1.84, buff=19194, (n_ex=9597, eps=2.000, 340.00s)
69: acc=41.81% acc_corr=43.57% avg#q_ae=26.09 med#q=53.0, avg_margin=1.81, buff=19194, (n_ex=9597, eps=2.000, 343.45s)
70: acc=41.37% acc_corr=43.11% avg#q_ae=26.46 med#q=53.0, avg_margin=1.78, buff=19194, (n_ex=9597, eps=2.000, 346.89s)
71: acc=41.08% acc_corr=42.81% avg#q_ae=26.71 med#q=53.0, avg_margin=1.75, buff=19194, (n_ex=9597, eps=2.000, 350.25s)
72: acc=40.70% acc_corr=42.41% avg#q_ae=27.03 med#q=53.0, avg_margin=1.72, buff=19194, (n_ex=9597, eps=2.000, 353.58s)
73: acc=40.51% acc_corr=42.21% avg#q_ae=27.20 med#q=53.0, avg_margin=1.70, buff=19194, (n_ex=9597, eps=2.000, 356.84s)
74: acc=40.23% acc_corr=41.92% avg#q_ae=27.44 med#q=53.0, avg_margin=1.67, buff=19194, (n_ex=9597, eps=2.000, 360.11s)
75: acc=39.95% acc_corr=41.63% avg#q_ae=27.69 med#q=53.0, avg_margin=1.65, buff=19194, (n_ex=9597, eps=2.000, 363.41s)
76: acc=39.60% acc_corr=41.26% avg#q_ae=28.00 med#q=53.0, avg_margin=1.63, buff=19194, (n_ex=9597, eps=2.000, 366.65s)
77: acc=39.20% acc_corr=40.85% avg#q_ae=28.36 med#q=53.0, avg_margin=1.60, buff=19194, (n_ex=9597, eps=2.000, 369.89s)
78: acc=38.89% acc_corr=40.52% avg#q_ae=28.64 med#q=53.0, avg_margin=1.57, buff=19194, (n_ex=9597, eps=2.000, 373.07s)
79: acc=38.71% acc_corr=40.34% avg#q_ae=28.81 med#q=53.0, avg_margin=1.56, buff=19194, (n_ex=9597, eps=2.000, 376.24s)
80: acc=38.39% acc_corr=40.00% avg#q_ae=29.10 med#q=53.0, avg_margin=1.54, buff=19194, (n_ex=9597, eps=2.000, 379.38s)
81: acc=38.21% acc_corr=39.81% avg#q_ae=29.27 med#q=53.0, avg_margin=1.52, buff=19194, (n_ex=9597, eps=2.000, 382.50s)
82: acc=38.04% acc_corr=39.64% avg#q_ae=29.43 med#q=53.0, avg_margin=1.51, buff=19194, (n_ex=9597, eps=2.000, 385.64s)
83: acc=37.79% acc_corr=39.38% avg#q_ae=29.67 med#q=53.0, avg_margin=1.48, buff=19194, (n_ex=9597, eps=2.000, 388.75s)
84: acc=37.48% acc_corr=39.05% avg#q_ae=29.97 med#q=53.0, avg_margin=1.45, buff=19194, (n_ex=9597, eps=2.000, 391.86s)
85: acc=36.98% acc_corr=38.53% avg#q_ae=30.45 med#q=53.0, avg_margin=1.42, buff=19194, (n_ex=9597, eps=2.000, 394.97s)
86: acc=36.85% acc_corr=38.40% avg#q_ae=30.58 med#q=53.0, avg_margin=1.40, buff=19194, (n_ex=9597, eps=2.000, 397.99s)
87: acc=36.58% acc_corr=38.12% avg#q_ae=30.85 med#q=53.0, avg_margin=1.39, buff=19194, (n_ex=9597, eps=2.000, 401.00s)
88: acc=36.24% acc_corr=37.76% avg#q_ae=31.18 med#q=53.0, avg_margin=1.36, buff=19194, (n_ex=9597, eps=2.000, 403.99s)
89: acc=36.12% acc_corr=37.64% avg#q_ae=31.30 med#q=53.0, avg_margin=1.35, buff=19194, (n_ex=9597, eps=2.000, 406.93s)
90: acc=36.01% acc_corr=37.52% avg#q_ae=31.41 med#q=53.0, avg_margin=1.34, buff=19194, (n_ex=9597, eps=2.000, 409.85s)
91: acc=35.76% acc_corr=37.26% avg#q_ae=31.67 med#q=53.0, avg_margin=1.32, buff=19194, (n_ex=9597, eps=2.000, 412.77s)
92: acc=35.37% acc_corr=36.86% avg#q_ae=32.07 med#q=53.0, avg_margin=1.28, buff=19194, (n_ex=9597, eps=2.000, 415.73s)
93: acc=35.15% acc_corr=36.63% avg#q_ae=32.30 med#q=53.0, avg_margin=1.27, buff=19194, (n_ex=9597, eps=2.000, 418.61s)
94: acc=35.02% acc_corr=36.49% avg#q_ae=32.43 med#q=53.0, avg_margin=1.26, buff=19194, (n_ex=9597, eps=2.000, 421.47s)
95: acc=34.85% acc_corr=36.31% avg#q_ae=32.61 med#q=53.0, avg_margin=1.24, buff=19194, (n_ex=9597, eps=2.000, 424.33s)
96: acc=34.54% acc_corr=35.99% avg#q_ae=32.94 med#q=53.0, avg_margin=1.22, buff=19194, (n_ex=9597, eps=2.000, 427.18s)
97: acc=34.30% acc_corr=35.74% avg#q_ae=33.20 med#q=53.0, avg_margin=1.20, buff=19194, (n_ex=9597, eps=2.000, 430.03s)
98: acc=34.14% acc_corr=35.57% avg#q_ae=33.37 med#q=53.0, avg_margin=1.19, buff=19194, (n_ex=9597, eps=2.000, 432.82s)
99: acc=33.96% acc_corr=35.39% avg#q_ae=33.57 med#q=53.0, avg_margin=1.17, buff=19194, (n_ex=9597, eps=2.000, 435.65s)
100: acc=33.87% acc_corr=35.29% avg#q_ae=33.67 med#q=53.0, avg_margin=1.16, buff=19194, (n_ex=9597, eps=2.000, 438.38s)
101: acc=33.75% acc_corr=35.17% avg#q_ae=33.80 med#q=53.0, avg_margin=1.14, buff=19194, (n_ex=9597, eps=2.000, 441.15s)
102: acc=33.62% acc_corr=35.03% avg#q_ae=33.95 med#q=53.0, avg_margin=1.13, buff=19194, (n_ex=9597, eps=2.000, 443.89s)
103: acc=33.47% acc_corr=34.88% avg#q_ae=34.12 med#q=53.0, avg_margin=1.12, buff=19194, (n_ex=9597, eps=2.000, 446.71s)
104: acc=33.27% acc_corr=34.67% avg#q_ae=34.35 med#q=53.0, avg_margin=1.10, buff=19194, (n_ex=9597, eps=2.000, 449.44s)
105: acc=33.11% acc_corr=34.50% avg#q_ae=34.53 med#q=53.0, avg_margin=1.08, buff=19194, (n_ex=9597, eps=2.000, 452.15s)
106: acc=32.92% acc_corr=34.30% avg#q_ae=34.76 med#q=53.0, avg_margin=1.07, buff=19194, (n_ex=9597, eps=2.000, 454.82s)
107: acc=32.85% acc_corr=34.23% avg#q_ae=34.84 med#q=53.0, avg_margin=1.07, buff=19194, (n_ex=9597, eps=2.000, 457.48s)
108: acc=32.65% acc_corr=34.02% avg#q_ae=35.07 med#q=53.0, avg_margin=1.05, buff=19194, (n_ex=9597, eps=2.000, 460.11s)
109: acc=32.51% acc_corr=33.88% avg#q_ae=35.24 med#q=53.0, avg_margin=1.04, buff=19194, (n_ex=9597, eps=2.000, 462.70s)
110: acc=32.20% acc_corr=33.55% avg#q_ae=35.62 med#q=53.0, avg_margin=1.01, buff=19194, (n_ex=9597, eps=2.000, 465.32s)
111: acc=32.11% acc_corr=33.46% avg#q_ae=35.72 med#q=53.0, avg_margin=1.00, buff=19194, (n_ex=9597, eps=2.000, 467.92s)
112: acc=31.92% acc_corr=33.26% avg#q_ae=35.96 med#q=53.0, avg_margin=0.99, buff=19194, (n_ex=9597, eps=2.000, 470.48s)
113: acc=31.83% acc_corr=33.17% avg#q_ae=36.07 med#q=53.0, avg_margin=0.98, buff=19194, (n_ex=9597, eps=2.000, 473.03s)
114: acc=31.65% acc_corr=32.98% avg#q_ae=36.29 med#q=53.0, avg_margin=0.97, buff=19194, (n_ex=9597, eps=2.000, 475.58s)
115: acc=31.35% acc_corr=32.67% avg#q_ae=36.67 med#q=53.0, avg_margin=0.95, buff=19194, (n_ex=9597, eps=2.000, 478.12s)
116: acc=31.21% acc_corr=32.52% avg#q_ae=36.84 med#q=53.0, avg_margin=0.93, buff=19194, (n_ex=9597, eps=2.000, 480.65s)
117: acc=31.06% acc_corr=32.36% avg#q_ae=37.03 med#q=53.0, avg_margin=0.92, buff=19194, (n_ex=9597, eps=2.000, 483.14s)
118: acc=30.90% acc_corr=32.20% avg#q_ae=37.24 med#q=53.0, avg_margin=0.91, buff=19194, (n_ex=9597, eps=2.000, 485.66s)
119: acc=30.66% acc_corr=31.95% avg#q_ae=37.54 med#q=53.0, avg_margin=0.90, buff=19194, (n_ex=9597, eps=2.000, 488.24s)
120: acc=30.45% acc_corr=31.73% avg#q_ae=37.81 med#q=53.0, avg_margin=0.88, buff=19194, (n_ex=9597, eps=2.000, 490.68s)
121: acc=30.29% acc_corr=31.56% avg#q_ae=38.02 med#q=53.0, avg_margin=0.87, buff=19194, (n_ex=9597, eps=2.000, 493.11s)
122: acc=30.19% acc_corr=31.46% avg#q_ae=38.15 med#q=53.0, avg_margin=0.86, buff=19194, (n_ex=9597, eps=2.000, 495.52s)
123: acc=30.03% acc_corr=31.29% avg#q_ae=38.36 med#q=53.0, avg_margin=0.85, buff=19194, (n_ex=9597, eps=2.000, 497.92s)
124: acc=29.98% acc_corr=31.24% avg#q_ae=38.43 med#q=53.0, avg_margin=0.84, buff=19194, (n_ex=9597, eps=2.000, 500.29s)
125: acc=29.76% acc_corr=31.01% avg#q_ae=38.72 med#q=53.0, avg_margin=0.82, buff=19194, (n_ex=9597, eps=2.000, 502.72s)
126: acc=29.67% acc_corr=30.92% avg#q_ae=38.85 med#q=53.0, avg_margin=0.81, buff=19194, (n_ex=9597, eps=2.000, 505.08s)
127: acc=29.52% acc_corr=30.76% avg#q_ae=39.05 med#q=53.0, avg_margin=0.80, buff=19194, (n_ex=9597, eps=2.000, 507.44s)
128: acc=29.39% acc_corr=30.62% avg#q_ae=39.23 med#q=53.0, avg_margin=0.79, buff=19194, (n_ex=9597, eps=2.000, 509.76s)
129: acc=29.19% acc_corr=30.42% avg#q_ae=39.50 med#q=53.0, avg_margin=0.78, buff=19194, (n_ex=9597, eps=2.000, 512.13s)
130: acc=29.02% acc_corr=30.24% avg#q_ae=39.74 med#q=53.0, avg_margin=0.77, buff=19194, (n_ex=9597, eps=2.000, 514.45s)
131: acc=28.90% acc_corr=30.11% avg#q_ae=39.90 med#q=53.0, avg_margin=0.76, buff=19194, (n_ex=9597, eps=2.000, 516.77s)
132: acc=28.84% acc_corr=30.05% avg#q_ae=39.99 med#q=53.0, avg_margin=0.75, buff=19194, (n_ex=9597, eps=2.000, 519.04s)
133: acc=28.76% acc_corr=29.97% avg#q_ae=40.10 med#q=53.0, avg_margin=0.74, buff=19194, (n_ex=9597, eps=2.000, 521.32s)
134: acc=28.69% acc_corr=29.89% avg#q_ae=40.20 med#q=53.0, avg_margin=0.73, buff=19194, (n_ex=9597, eps=2.000, 523.59s)
135: acc=28.54% acc_corr=29.74% avg#q_ae=40.42 med#q=53.0, avg_margin=0.72, buff=19194, (n_ex=9597, eps=2.000, 525.86s)
136: acc=28.41% acc_corr=29.60% avg#q_ae=40.60 med#q=53.0, avg_margin=0.71, buff=19194, (n_ex=9597, eps=2.000, 528.15s)
137: acc=28.32% acc_corr=29.51% avg#q_ae=40.73 med#q=53.0, avg_margin=0.70, buff=19194, (n_ex=9597, eps=2.000, 530.44s)
138: acc=28.12% acc_corr=29.30% avg#q_ae=41.03 med#q=53.0, avg_margin=0.69, buff=19194, (n_ex=9597, eps=2.000, 532.67s)
139: acc=28.09% acc_corr=29.27% avg#q_ae=41.07 med#q=53.0, avg_margin=0.68, buff=19194, (n_ex=9597, eps=2.000, 534.91s)
140: acc=27.92% acc_corr=29.09% avg#q_ae=41.32 med#q=53.0, avg_margin=0.67, buff=19194, (n_ex=9597, eps=2.000, 537.13s)
141: acc=27.82% acc_corr=28.99% avg#q_ae=41.47 med#q=53.0, avg_margin=0.67, buff=19194, (n_ex=9597, eps=2.000, 539.36s)
142: acc=27.69% acc_corr=28.85% avg#q_ae=41.67 med#q=53.0, avg_margin=0.66, buff=19194, (n_ex=9597, eps=2.000, 541.58s)
143: acc=27.51% acc_corr=28.67% avg#q_ae=41.94 med#q=53.0, avg_margin=0.64, buff=19194, (n_ex=9597, eps=2.000, 543.79s)
144: acc=27.42% acc_corr=28.57% avg#q_ae=42.08 med#q=53.0, avg_margin=0.64, buff=19194, (n_ex=9597, eps=2.000, 545.97s)
145: acc=27.26% acc_corr=28.40% avg#q_ae=42.32 med#q=53.0, avg_margin=0.62, buff=19194, (n_ex=9597, eps=2.000, 548.14s)
146: acc=27.08% acc_corr=28.22% avg#q_ae=42.60 med#q=53.0, avg_margin=0.61, buff=19194, (n_ex=9597, eps=2.000, 550.33s)
147: acc=26.82% acc_corr=27.95% avg#q_ae=43.00 med#q=53.0, avg_margin=0.59, buff=19194, (n_ex=9597, eps=2.000, 552.52s)
148: acc=26.62% acc_corr=27.74% avg#q_ae=43.30 med#q=53.0, avg_margin=0.58, buff=19194, (n_ex=9597, eps=2.000, 554.68s)
149: acc=26.32% acc_corr=27.43% avg#q_ae=43.77 med#q=53.0, avg_margin=0.56, buff=19194, (n_ex=9597, eps=2.000, 556.81s)
150: acc=26.20% acc_corr=27.30% avg#q_ae=43.95 med#q=53.0, avg_margin=0.55, buff=19194, (n_ex=9597, eps=2.000, 558.87s)
151: acc=25.96% acc_corr=27.05% avg#q_ae=44.33 med#q=53.0, avg_margin=0.55, buff=19194, (n_ex=9597, eps=2.000, 560.99s)
152: acc=25.87% acc_corr=26.96% avg#q_ae=44.47 med#q=53.0, avg_margin=0.54, buff=19194, (n_ex=9597, eps=2.000, 563.04s)
153: acc=25.78% acc_corr=26.86% avg#q_ae=44.61 med#q=53.0, avg_margin=0.53, buff=19194, (n_ex=9597, eps=2.000, 565.10s)
154: acc=25.69% acc_corr=26.77% avg#q_ae=44.75 med#q=53.0, avg_margin=0.53, buff=19194, (n_ex=9597, eps=2.000, 567.13s)
155: acc=25.58% acc_corr=26.65% avg#q_ae=44.93 med#q=53.0, avg_margin=0.52, buff=19194, (n_ex=9597, eps=2.000, 569.17s)
156: acc=25.42% acc_corr=26.49% avg#q_ae=45.19 med#q=53.0, avg_margin=0.51, buff=19194, (n_ex=9597, eps=2.000, 571.21s)
157: acc=25.21% acc_corr=26.27% avg#q_ae=45.52 med#q=53.0, avg_margin=0.50, buff=19194, (n_ex=9597, eps=2.000, 573.29s)
158: acc=25.06% acc_corr=26.11% avg#q_ae=45.77 med#q=53.0, avg_margin=0.49, buff=19194, (n_ex=9597, eps=2.000, 575.32s)
159: acc=24.95% acc_corr=26.00% avg#q_ae=45.94 med#q=53.0, avg_margin=0.48, buff=19194, (n_ex=9597, eps=2.000, 577.34s)
160: acc=24.81% acc_corr=25.85% avg#q_ae=46.17 med#q=53.0, avg_margin=0.47, buff=19194, (n_ex=9597, eps=2.000, 579.32s)
161: acc=24.62% acc_corr=25.65% avg#q_ae=46.48 med#q=53.0, avg_margin=0.45, buff=19194, (n_ex=9597, eps=2.000, 581.31s)
162: acc=24.55% acc_corr=25.58% avg#q_ae=46.60 med#q=53.0, avg_margin=0.45, buff=19194, (n_ex=9597, eps=2.000, 583.25s)
163: acc=24.46% acc_corr=25.49% avg#q_ae=46.75 med#q=53.0, avg_margin=0.44, buff=19194, (n_ex=9597, eps=2.000, 585.21s)
164: acc=24.41% acc_corr=25.44% avg#q_ae=46.83 med#q=53.0, avg_margin=0.43, buff=19194, (n_ex=9597, eps=2.000, 587.16s)
165: acc=24.32% acc_corr=25.34% avg#q_ae=46.98 med#q=53.0, avg_margin=0.42, buff=19194, (n_ex=9597, eps=2.000, 589.10s)
166: acc=24.15% acc_corr=25.16% avg#q_ae=47.27 med#q=53.0, avg_margin=0.41, buff=19194, (n_ex=9597, eps=2.000, 591.03s)
167: acc=24.10% acc_corr=25.11% avg#q_ae=47.35 med#q=53.0, avg_margin=0.41, buff=19194, (n_ex=9597, eps=2.000, 592.97s)
168: acc=23.95% acc_corr=24.96% avg#q_ae=47.61 med#q=53.0, avg_margin=0.40, buff=19194, (n_ex=9597, eps=2.000, 594.90s)
169: acc=23.88% acc_corr=24.88% avg#q_ae=47.73 med#q=53.0, avg_margin=0.39, buff=19194, (n_ex=9597, eps=2.000, 596.80s)
170: acc=23.78% acc_corr=24.78% avg#q_ae=47.90 med#q=53.0, avg_margin=0.39, buff=19194, (n_ex=9597, eps=2.000, 598.71s)
171: acc=23.59% acc_corr=24.58% avg#q_ae=48.23 med#q=53.0, avg_margin=0.37, buff=19194, (n_ex=9597, eps=2.000, 600.61s)
172: acc=23.48% acc_corr=24.47% avg#q_ae=48.42 med#q=53.0, avg_margin=0.37, buff=19194, (n_ex=9597, eps=2.000, 602.47s)
173: acc=23.34% acc_corr=24.32% avg#q_ae=48.66 med#q=53.0, avg_margin=0.36, buff=19194, (n_ex=9597, eps=2.000, 604.38s)
174: acc=23.14% acc_corr=24.11% avg#q_ae=49.01 med#q=53.0, avg_margin=0.35, buff=19194, (n_ex=9597, eps=2.000, 606.25s)
175: acc=23.07% acc_corr=24.04% avg#q_ae=49.14 med#q=53.0, avg_margin=0.34, buff=19194, (n_ex=9597, eps=2.000, 608.08s)
176: acc=22.90% acc_corr=23.86% avg#q_ae=49.44 med#q=53.0, avg_margin=0.33, buff=19194, (n_ex=9597, eps=2.000, 609.93s)
177: acc=22.80% acc_corr=23.76% avg#q_ae=49.61 med#q=53.0, avg_margin=0.33, buff=19194, (n_ex=9597, eps=2.000, 611.73s)
